time,.data
2020/04/03/19:49:24.719372,"(-10.111907958984375, -0.296875, -0.88226318359375)"
2020/04/03/19:49:24.819810,"(-10.188522338867188, -0.2657623291015625, -0.840362548828125)"
2020/04/03/19:49:24.924858,"(-10.157394409179688, -0.248992919921875, -0.82958984375)"
2020/04/03/19:49:25.029319,"(-10.192123413085938, -0.2609710693359375, -0.7864990234375)"
2020/04/03/19:49:25.133209,"(-10.115509033203125, -0.270538330078125, -0.7948760986328125)"
2020/04/03/19:49:25.238748,"(-10.114303588867188, -0.3292083740234375, -0.793670654296875)"
2020/04/03/19:49:25.342289,"(-10.123886108398438, -0.2837066650390625, -0.7948760986328125)"
2020/04/03/19:49:25.444110,"(-10.157394409179688, -0.280120849609375, -0.7733306884765625)"
2020/04/03/19:49:25.545652,"(-10.067611694335938, -0.30047607421875, -0.7745208740234375)"
2020/04/03/19:49:25.653174,"(-10.134658813476562, -0.2561798095703125, -0.723052978515625)"
2020/04/03/19:49:25.757262,"(-10.217254638671875, -0.280120849609375, -0.6847381591796875)"
2020/04/03/19:49:25.859293,"(-10.16937255859375, -0.2513885498046875, -0.75537109375)"
2020/04/03/19:49:25.964144,"(-10.104721069335938, -0.2932891845703125, -0.754180908203125)"
2020/04/03/19:49:26.067400,"(-10.060440063476562, -0.2813262939453125, -0.760162353515625)"
2020/04/03/19:49:26.172597,"(-10.053253173828125, -0.268157958984375, -0.775726318359375)"
2020/04/03/19:49:26.277925,"(-10.117889404296875, -0.252593994140625, -0.7266387939453125)"
2020/04/03/19:49:26.380303,"(-10.133453369140625, -0.2944793701171875, -0.729034423828125)"
2020/04/03/19:49:26.487587,"(-10.14422607421875, -0.2837066650390625, -0.72784423828125)"
2020/04/03/19:49:26.592883,"(-10.151412963867188, -0.323211669921875, -0.71826171875)"
2020/04/03/19:49:26.693688,"(-10.204086303710938, -0.2669525146484375, -0.670379638671875)"
2020/04/03/19:49:26.799461,"(-10.108322143554688, -0.2561798095703125, -0.7062835693359375)"
2020/04/03/19:49:26.903384,"(-10.084381103515625, -0.295684814453125, -0.685943603515625)"
2020/04/03/19:49:27.006706,"(-10.05804443359375, -0.2729339599609375, -0.70867919921875)"
2020/04/03/19:49:27.113827,"(-10.074798583984375, -0.301666259765625, -0.676361083984375)"
2020/04/03/19:49:27.218369,"(-10.217254638671875, -0.2717437744140625, -0.6751708984375)"
2020/04/03/19:49:27.320526,"(-10.182540893554688, -0.23223876953125, -0.713470458984375)"
2020/04/03/19:49:27.424496,"(-10.193313598632812, -0.2777252197265625, -0.6631927490234375)"
2020/04/03/19:49:27.527094,"(-10.217254638671875, -0.284912109375, -0.6153106689453125)"
2020/04/03/19:49:27.628402,"(-10.111907958984375, -0.2837066650390625, -0.6260833740234375)"
2020/04/03/19:49:27.731463,"(-10.1107177734375, -0.301666259765625, -0.60693359375)"
2020/04/03/19:49:27.832950,"(-10.05206298828125, -0.3244171142578125, -0.660797119140625)"
2020/04/03/19:49:27.936671,"(-10.04248046875, -0.2992706298828125, -0.5530548095703125)"
2020/04/03/19:49:28.040588,"(-10.02691650390625, -0.31243896484375, -0.66558837890625)"
2020/04/03/19:49:28.144819,"(-10.103530883789062, -0.270538330078125, -0.5758056640625)"
2020/04/03/19:49:28.249297,"(-10.165786743164062, -0.252593994140625, -0.645233154296875)"
2020/04/03/19:49:28.352805,"(-10.174163818359375, -0.3136444091796875, -0.5315093994140625)"
2020/04/03/19:49:28.458066,"(-10.225631713867188, -0.258575439453125, -0.6584014892578125)"
2020/04/03/19:49:28.563199,"(-10.23162841796875, -0.247802734375, -0.580596923828125)"
2020/04/03/19:49:28.665461,"(-10.201690673828125, -0.2825164794921875, -0.67156982421875)"
2020/04/03/19:49:28.766818,"(-10.059234619140625, -0.2657623291015625, -0.611724853515625)"
2020/04/03/19:49:28.867127,"(-10.080780029296875, -0.2980804443359375, -0.618896484375)"
2020/04/03/19:49:28.970338,"(-10.06402587890625, -0.33758544921875, -0.576995849609375)"
2020/04/03/19:49:29.078050,"(-10.10113525390625, -0.270538330078125, -0.60693359375)"
2020/04/03/19:49:29.180477,"(-10.11669921875, -0.30047607421875, -0.5758056640625)"
2020/04/03/19:49:29.281296,"(-10.135848999023438, -0.2609710693359375, -0.5985565185546875)"
2020/04/03/19:49:29.383136,"(-10.1968994140625, -0.26336669921875, -0.539886474609375)"
2020/04/03/19:49:29.487577,"(-10.193313598632812, -0.2621612548828125, -0.571014404296875)"
2020/04/03/19:49:29.591762,"(-10.218460083007812, -0.268157958984375, -0.5255279541015625)"
2020/04/03/19:49:29.696391,"(-10.05804443359375, -0.2837066650390625, -0.62249755859375)"
2020/04/03/19:49:29.800789,"(-10.047271728515625, -0.286102294921875, -0.55426025390625)"
2020/04/03/19:49:29.905499,"(-9.988616943359375, -0.2561798095703125, -0.623687744140625)"
2020/04/03/19:49:30.010068,"(-10.077194213867188, -0.286102294921875, -0.559051513671875)"
2020/04/03/19:49:30.115721,"(-10.188522338867188, -0.247802734375, -0.5566558837890625)"
2020/04/03/19:49:30.218892,"(-10.160995483398438, -0.2992706298828125, -0.469268798828125)"
2020/04/03/19:49:30.321618,"(-10.2220458984375, -0.2837066650390625, -0.4932098388671875)"
2020/04/03/19:49:30.430855,"(-10.128677368164062, -0.3196258544921875, -0.512359619140625)"
2020/04/03/19:49:30.530463,"(-10.040084838867188, -0.296875, -0.53271484375)"
2020/04/03/19:49:30.636554,"(-10.072402954101562, -0.2561798095703125, -0.5039825439453125)"
2020/04/03/19:49:30.739625,"(-10.093948364257812, -0.2609710693359375, -0.527923583984375)"
2020/04/03/19:49:30.844254,"(-10.182540893554688, -0.30645751953125, -0.4680633544921875)"
2020/04/03/19:49:30.949126,"(-10.125076293945312, -0.301666259765625, -0.5087738037109375)"
2020/04/03/19:49:31.052991,"(-10.202896118164062, -0.2813262939453125, -0.422576904296875)"
2020/04/03/19:49:31.160291,"(-10.103530883789062, -0.2873077392578125, -0.52911376953125)"
2020/04/03/19:49:31.263064,"(-10.10113525390625, -0.2717437744140625, -0.4668731689453125)"
2020/04/03/19:49:31.366310,"(-10.018539428710938, -0.3196258544921875, -0.5470733642578125)"
2020/04/03/19:49:31.473711,"(-10.055648803710938, -0.3100433349609375, -0.5051727294921875)"
2020/04/03/19:49:31.578571,"(-10.029312133789062, -0.3399810791015625, -0.4980010986328125)"
2020/04/03/19:49:31.680197,"(-10.121490478515625, -0.2777252197265625, -0.4417266845703125)"
2020/04/03/19:49:31.786579,"(-10.172958374023438, -0.307647705078125, -0.481231689453125)"
2020/04/03/19:49:31.888740,"(-10.151412963867188, -0.30047607421875, -0.407012939453125)"
2020/04/03/19:49:31.990435,"(-10.201690673828125, -0.2992706298828125, -0.4728546142578125)"
2020/04/03/19:49:32.091444,"(-10.087966918945312, -0.296875, -0.422576904296875)"
2020/04/03/19:49:32.197470,"(-10.14422607421875, -0.2669525146484375, -0.469268798828125)"
2020/04/03/19:49:32.301616,"(-10.055648803710938, -0.3351898193359375, -0.42138671875)"
2020/04/03/19:49:32.404301,"(-10.068817138671875, -0.2621612548828125, -0.4716644287109375)"
2020/04/03/19:49:32.510013,"(-10.111907958984375, -0.307647705078125, -0.3998260498046875)"
2020/04/03/19:49:32.611743,"(-10.119094848632812, -0.2777252197265625, -0.4453277587890625)"
2020/04/03/19:49:32.715019,"(-10.103530883789062, -0.3160400390625, -0.428558349609375)"
2020/04/03/19:49:32.817368,"(-10.105926513671875, -0.2669525146484375, -0.4393310546875)"
2020/04/03/19:49:32.923519,"(-10.119094848632812, -0.286102294921875, -0.41180419921875)"
2020/04/03/19:49:33.026733,"(-10.1226806640625, -0.268157958984375, -0.465667724609375)"
2020/04/03/19:49:33.131373,"(-10.111907958984375, -0.3040618896484375, -0.4405364990234375)"
2020/04/03/19:49:33.237783,"(-10.115509033203125, -0.2920989990234375, -0.4249725341796875)"
2020/04/03/19:49:33.339313,"(-10.078399658203125, -0.2813262939453125, -0.438140869140625)"
2020/04/03/19:49:33.440405,"(-10.120285034179688, -0.2717437744140625, -0.422576904296875)"
2020/04/03/19:49:33.543335,"(-10.113113403320312, -0.3028717041015625, -0.4405364990234375)"
2020/04/03/19:49:33.647950,"(-10.155014038085938, -0.2573699951171875, -0.379486083984375)"
2020/04/03/19:49:33.751793,"(-10.174163818359375, -0.2609710693359375, -0.3627166748046875)"
2020/04/03/19:49:33.859890,"(-10.188522338867188, -0.2729339599609375, -0.395050048828125)"
2020/04/03/19:49:33.961823,"(-10.099945068359375, -0.3256072998046875, -0.3675079345703125)"
2020/04/03/19:49:34.063791,"(-10.115509033203125, -0.295684814453125, -0.363922119140625)"
2020/04/03/19:49:34.164390,"(-10.096343994140625, -0.3160400390625, -0.3902587890625)"
2020/04/03/19:49:34.268912,"(-10.049667358398438, -0.317230224609375, -0.4417266845703125)"
2020/04/03/19:49:34.373862,"(-10.096343994140625, -0.307647705078125, -0.385467529296875)"
2020/04/03/19:49:34.473840,"(-10.096343994140625, -0.26336669921875, -0.444122314453125)"
2020/04/03/19:49:34.577918,"(-10.074798583984375, -0.3088531494140625, -0.3830718994140625)"
2020/04/03/19:49:34.680212,"(-10.13824462890625, -0.305267333984375, -0.379486083984375)"
2020/04/03/19:49:34.780608,"(-10.192123413085938, -0.3088531494140625, -0.4189910888671875)"
2020/04/03/19:49:34.886068,"(-10.145431518554688, -0.30047607421875, -0.3890533447265625)"
2020/04/03/19:49:34.990520,"(-10.135848999023438, -0.30645751953125, -0.360321044921875)"
2020/04/03/19:49:35.094483,"(-9.56243896484375, -0.7852935791015625, 0.86669921875)"
2020/04/03/19:49:35.199013,"(-9.501388549804688, -0.3411712646484375, -1.448486328125)"
2020/04/03/19:49:35.302753,"(-8.932769775390625, -0.49560546875, -0.1460418701171875)"
2020/04/03/19:49:35.408232,"(-9.20330810546875, -0.322021484375, -1.357513427734375)"
2020/04/03/19:49:35.513737,"(-10.23760986328125, -0.7050933837890625, 0.0598602294921875)"
2020/04/03/19:49:35.614694,"(-10.435134887695312, -0.422576904296875, -0.6883392333984375)"
2020/04/03/19:49:35.716869,"(-10.425552368164062, -0.3280029296875, -0.49200439453125)"
2020/04/03/19:49:35.817929,"(-10.551254272460938, -0.2980804443359375, -0.3519439697265625)"
2020/04/03/19:49:35.921174,"(-10.468643188476562, -0.199920654296875, -0.565032958984375)"
2020/04/03/19:49:36.024837,"(-10.187332153320312, -0.286102294921875, -0.5566558837890625)"
2020/04/03/19:49:36.128389,"(-10.072402954101562, -0.469268798828125, -0.4309539794921875)"
2020/04/03/19:49:36.232264,"(-10.002975463867188, -0.252593994140625, -0.6308746337890625)"
2020/04/03/19:49:36.337175,"(-10.086776733398438, -0.2573699951171875, -0.1831512451171875)"
2020/04/03/19:49:36.440781,"(-10.384857177734375, -0.4620819091796875, -0.602142333984375)"
2020/04/03/19:49:36.546211,"(-10.10113525390625, -0.153228759765625, -0.4632720947265625)"
2020/04/03/19:49:36.651900,"(-10.310623168945312, -0.2394256591796875, -0.34954833984375)"
2020/04/03/19:49:36.754649,"(-10.250778198242188, -0.3842620849609375, -0.4728546142578125)"
2020/04/03/19:49:36.860895,"(-10.33935546875, -0.2813262939453125, -0.539886474609375)"
2020/04/03/19:49:36.963609,"(-10.065231323242188, -0.30047607421875, -0.5722198486328125)"
2020/04/03/19:49:37.069667,"(-10.569198608398438, -0.22625732421875, -0.735015869140625)"
2020/04/03/19:49:37.170999,"(-10.223236083984375, -0.2669525146484375, -0.840362548828125)"
2020/04/03/19:49:37.275439,"(-10.324996948242188, -0.2142791748046875, -0.6835479736328125)"
2020/04/03/19:49:37.381401,"(-10.431533813476562, -0.2501983642578125, -0.5722198486328125)"
2020/04/03/19:49:37.486490,"(-10.31182861328125, -0.4273681640625, -0.4572906494140625)"
2020/04/03/19:49:37.589871,"(-10.412384033203125, -0.4453277587890625, -0.4572906494140625)"
2020/04/03/19:49:37.694551,"(-10.053253173828125, -0.4273681640625, -0.4884185791015625)"
2020/04/03/19:49:37.799037,"(-10.552444458007812, -0.3040618896484375, -0.7637481689453125)"
2020/04/03/19:49:37.903810,"(-10.658981323242188, -0.41180419921875, -0.666778564453125)"
2020/04/03/19:49:38.007799,"(-9.74200439453125, -0.4561004638671875, -0.8583221435546875)"
2020/04/03/19:49:38.112679,"(-9.888046264648438, -0.5315093994140625, -0.496795654296875)"
2020/04/03/19:49:38.215373,"(-9.676162719726562, -0.4896087646484375, -0.533905029296875)"
2020/04/03/19:49:38.320628,"(-9.93115234375, -0.4034271240234375, -0.2130889892578125)"
2020/04/03/19:49:38.424412,"(-10.488998413085938, -0.5985565185546875, 0.094573974609375)"
2020/04/03/19:49:38.526193,"(-10.436325073242188, -0.49560546875, 0.3938446044921875)"
2020/04/03/19:49:38.628593,"(-10.38006591796875, -0.5243377685546875, 0.1125335693359375)"
2020/04/03/19:49:38.732292,"(-10.219650268554688, -0.506378173828125, 0.280120849609375)"
2020/04/03/19:49:38.833968,"(-10.078399658203125, -0.4896087646484375, 0.1616058349609375)"
2020/04/03/19:49:38.938430,"(-10.140640258789062, -0.53271484375, 0.1544189453125)"
2020/04/03/19:49:39.040537,"(-9.944320678710938, -0.4716644287109375, -0.3399810791015625)"
2020/04/03/19:49:39.146236,"(-10.065231323242188, -0.49200439453125, -0.3675079345703125)"
2020/04/03/19:49:39.251298,"(-10.1478271484375, -0.4105987548828125, -0.4824371337890625)"
2020/04/03/19:49:39.354600,"(-10.133453369140625, -0.3938446044921875, -0.4728546142578125)"
2020/04/03/19:49:39.459340,"(-10.684127807617188, -0.3878631591796875, -0.544677734375)"
2020/04/03/19:49:39.562933,"(-10.590744018554688, -0.3447723388671875, -0.5410919189453125)"
2020/04/03/19:49:39.665545,"(-10.188522338867188, -0.512359619140625, -0.4297637939453125)"
2020/04/03/19:49:39.766728,"(-10.371688842773438, -0.6057281494140625, -0.111328125)"
2020/04/03/19:49:39.873088,"(-10.000579833984375, -0.6057281494140625, -0.2920989990234375)"
2020/04/03/19:49:39.974658,"(-9.738418579101562, -0.459686279296875, -0.1879425048828125)"
2020/04/03/19:49:40.079167,"(-9.676162719726562, -0.58538818359375, -0.2561798095703125)"
2020/04/03/19:49:40.179636,"(-9.829391479492188, -0.654815673828125, -0.3447723388671875)"
2020/04/03/19:49:40.283814,"(-9.826995849609375, -0.44891357421875, -0.5363006591796875)"
2020/04/03/19:49:40.389832,"(-10.267532348632812, -0.484832763671875, -0.475250244140625)"
2020/04/03/19:49:40.492295,"(-10.177749633789062, -0.4980010986328125, -0.3830718994140625)"
2020/04/03/19:49:40.596694,"(-10.20050048828125, -0.5303192138671875, -0.2094879150390625)"
2020/04/03/19:49:40.697288,"(-9.996994018554688, -0.4788360595703125, -0.30047607421875)"
2020/04/03/19:49:40.800853,"(-10.459075927734375, -0.5195465087890625, -0.2729339599609375)"
2020/04/03/19:49:40.905307,"(-10.289077758789062, -0.487213134765625, -0.5422821044921875)"
2020/04/03/19:49:41.013040,"(-10.055648803710938, -0.51715087890625, -0.3363800048828125)"
2020/04/03/19:49:41.113192,"(-10.2340087890625, -0.5243377685546875, -0.59735107421875)"
2020/04/03/19:49:41.217664,"(-10.166976928710938, -0.407012939453125, -0.4884185791015625)"
2020/04/03/19:49:41.325070,"(-10.17535400390625, -0.4105987548828125, -0.59735107421875)"
2020/04/03/19:49:41.427409,"(-10.1849365234375, -0.5159454345703125, -0.51715087890625)"
2020/04/03/19:49:41.532284,"(-10.30584716796875, -0.5159454345703125, -0.286102294921875)"
2020/04/03/19:49:41.636256,"(-10.42913818359375, -0.3519439697265625, -0.4309539794921875)"
2020/04/03/19:49:41.743545,"(-10.217254638671875, -0.4477081298828125, -0.49560546875)"
2020/04/03/19:49:41.845817,"(-10.188522338867188, -0.502777099609375, -0.6416473388671875)"
2020/04/03/19:49:41.949180,"(-9.938323974609375, -0.38665771484375, -0.359130859375)"
2020/04/03/19:49:42.052942,"(-10.445907592773438, -0.4884185791015625, -0.3555450439453125)"
2020/04/03/19:49:42.158500,"(-10.098739624023438, -0.490814208984375, -0.395050048828125)"
2020/04/03/19:49:42.262846,"(-10.267532348632812, -0.3351898193359375, -0.5051727294921875)"
2020/04/03/19:49:42.364088,"(-10.426742553710938, -0.342376708984375, -0.45849609375)"
2020/04/03/19:49:42.468026,"(-10.285491943359375, -0.6380615234375, -0.428558349609375)"
2020/04/03/19:49:42.571052,"(-9.998184204101562, -0.3399810791015625, -0.4776458740234375)"
2020/04/03/19:49:42.674166,"(-10.1849365234375, -0.4776458740234375, -0.428558349609375)"
2020/04/03/19:49:42.779412,"(-10.2711181640625, -0.432159423828125, -0.6416473388671875)"
2020/04/03/19:49:42.883471,"(-10.05804443359375, -0.453704833984375, -0.1544189453125)"
2020/04/03/19:49:42.987152,"(-10.093948364257812, -0.512359619140625, -0.5889739990234375)"
2020/04/03/19:49:43.093831,"(-10.0113525390625, -0.617706298828125, -0.19512939453125)"
2020/04/03/19:49:43.197724,"(-9.938323974609375, -0.4465179443359375, -0.4620819091796875)"
2020/04/03/19:49:43.300289,"(-10.155014038085938, -0.581787109375, -0.1089324951171875)"
2020/04/03/19:49:43.408069,"(-10.172958374023438, -0.6500244140625, -0.48602294921875)"
2020/04/03/19:49:43.510200,"(-9.873687744140625, -0.484832763671875, -0.0933685302734375)"
2020/04/03/19:49:43.613858,"(-9.938323974609375, -0.506378173828125, -0.5159454345703125)"
2020/04/03/19:49:43.718061,"(-10.113113403320312, -0.6165008544921875, -0.3351898193359375)"
2020/04/03/19:49:43.819889,"(-10.15380859375, -0.543487548828125, -0.45489501953125)"
2020/04/03/19:49:43.921780,"(-10.093948364257812, -0.5458831787109375, -0.4453277587890625)"
2020/04/03/19:49:44.023591,"(-9.99578857421875, -0.507568359375, -0.481231689453125)"
2020/04/03/19:49:44.126142,"(-9.777923583984375, -0.586578369140625, -0.01556396484375)"
2020/04/03/19:49:44.231553,"(-10.3333740234375, -0.5829925537109375, -0.2932891845703125)"
2020/04/03/19:49:44.338687,"(-10.261550903320312, -0.42376708984375, -0.2286529541015625)"
2020/04/03/19:49:44.439218,"(-10.17535400390625, -0.3675079345703125, -0.4740447998046875)"
2020/04/03/19:49:44.543124,"(-10.13226318359375, -0.602142333984375, -0.24420166015625)"
2020/04/03/19:49:44.647238,"(-9.923965454101562, -0.4453277587890625, -0.4824371337890625)"
2020/04/03/19:49:44.749619,"(-10.000579833984375, -0.4632720947265625, -0.23223876953125)"
2020/04/03/19:49:44.851479,"(-10.394424438476562, -0.432159423828125, -0.6165008544921875)"
2020/04/03/19:49:44.956779,"(-10.27471923828125, -0.4034271240234375, -0.3399810791015625)"
2020/04/03/19:49:45.062409,"(-10.298660278320312, -0.3926544189453125, -0.645233154296875)"
2020/04/03/19:49:45.164617,"(-10.517730712890625, -0.3986358642578125, -0.412994384765625)"
2020/04/03/19:49:45.270464,"(-10.220840454101562, -0.210693359375, -0.6105194091796875)"
2020/04/03/19:49:45.373826,"(-10.19091796875, -0.469268798828125, -0.5039825439453125)"
2020/04/03/19:49:45.477262,"(-10.087966918945312, -0.37469482421875, -0.629669189453125)"
2020/04/03/19:49:45.583682,"(-9.889251708984375, -0.3256072998046875, -0.3196258544921875)"
2020/04/03/19:49:45.686862,"(-10.157394409179688, -0.5686187744140625, -0.6153106689453125)"
2020/04/03/19:49:45.791267,"(-9.697708129882812, -0.5722198486328125, -0.15203857421875)"
2020/04/03/19:49:45.896865,"(-10.269927978515625, -0.518341064453125, -0.305267333984375)"
2020/04/03/19:49:45.999273,"(-10.135848999023438, -0.48602294921875, -0.2765350341796875)"
2020/04/03/19:49:46.104608,"(-9.979034423828125, -0.5782012939453125, -0.416595458984375)"
2020/04/03/19:49:46.210765,"(-10.055648803710938, -0.506378173828125, -0.2884979248046875)"
2020/04/03/19:49:46.312248,"(-10.115509033203125, -0.3734893798828125, -0.4405364990234375)"
2020/04/03/19:49:46.417206,"(-10.145431518554688, -0.5949554443359375, -0.23223876953125)"
2020/04/03/19:49:46.521618,"(-10.205291748046875, -0.49560546875, -0.357940673828125)"
2020/04/03/19:49:46.625948,"(-9.935943603515625, -0.5506591796875, -0.2358245849609375)"
2020/04/03/19:49:46.731568,"(-10.0484619140625, -0.5147552490234375, -0.4345550537109375)"
2020/04/03/19:49:46.834344,"(-9.922775268554688, -0.4776458740234375, -0.2394256591796875)"
2020/04/03/19:49:46.936837,"(-10.096343994140625, -0.4357452392578125, -0.322021484375)"
2020/04/03/19:49:47.039006,"(-10.273513793945312, -0.5829925537109375, -0.180755615234375)"
2020/04/03/19:49:47.144000,"(-10.059234619140625, -0.5039825439453125, -0.36871337890625)"
2020/04/03/19:49:47.246944,"(-9.916778564453125, -0.6476287841796875, -0.22265625)"
2020/04/03/19:49:47.354257,"(-10.1107177734375, -0.3519439697265625, -0.4393310546875)"
2020/04/03/19:49:47.459307,"(-9.940719604492188, -0.4105987548828125, -0.3734893798828125)"
2020/04/03/19:49:47.561197,"(-10.314224243164062, -0.3902587890625, -0.56024169921875)"
2020/04/03/19:49:47.665467,"(-10.127471923828125, -0.4513092041015625, -0.4201812744140625)"
2020/04/03/19:49:47.771311,"(-10.204086303710938, -0.3663177490234375, -0.4417266845703125)"
2020/04/03/19:49:47.873743,"(-10.145431518554688, -0.36871337890625, -0.4764404296875)"
2020/04/03/19:49:47.979404,"(-10.1849365234375, -0.34954833984375, -0.3986358642578125)"
2020/04/03/19:49:48.082557,"(-10.087966918945312, -0.401031494140625, -0.3411712646484375)"
2020/04/03/19:49:48.186904,"(-10.207672119140625, -0.354339599609375, -0.453704833984375)"
2020/04/03/19:49:48.292345,"(-10.2340087890625, -0.5841827392578125, -0.2932891845703125)"
2020/04/03/19:49:48.396061,"(-10.060440063476562, -0.3567352294921875, -0.433349609375)"
2020/04/03/19:49:48.500859,"(-10.193313598632812, -0.52911376953125, -0.348358154296875)"
2020/04/03/19:49:48.605320,"(-10.081985473632812, -0.40582275390625, -0.5267181396484375)"
2020/04/03/19:49:48.709685,"(-10.1597900390625, -0.3627166748046875, -0.3567352294921875)"
2020/04/03/19:49:48.813540,"(-10.419570922851562, -0.4034271240234375, -0.512359619140625)"
2020/04/03/19:49:48.919620,"(-9.940719604492188, -0.3842620849609375, -0.5051727294921875)"
2020/04/03/19:49:49.021734,"(-10.195709228515625, -0.54827880859375, -0.4980010986328125)"
2020/04/03/19:49:49.128592,"(-10.225631713867188, -0.323211669921875, -0.48602294921875)"
2020/04/03/19:49:49.230040,"(-10.071212768554688, -0.301666259765625, -0.37109375)"
2020/04/03/19:49:49.331588,"(-10.193313598632812, -0.4189910888671875, -0.4932098388671875)"
2020/04/03/19:49:49.434057,"(-10.334564208984375, -0.4405364990234375, -0.4357452392578125)"
2020/04/03/19:49:49.539813,"(-10.104721069335938, -0.3040618896484375, -0.3459625244140625)"
2020/04/03/19:49:49.643253,"(-10.262741088867188, -0.4716644287109375, -0.385467529296875)"
2020/04/03/19:49:49.747427,"(-9.9742431640625, -0.432159423828125, -0.3938446044921875)"
2020/04/03/19:49:49.848592,"(-9.889251708984375, -0.3303985595703125, -0.412994384765625)"
2020/04/03/19:49:49.951182,"(-10.0364990234375, -0.45849609375, -0.4417266845703125)"
2020/04/03/19:49:50.055711,"(-10.290283203125, -0.416595458984375, -0.4513092041015625)"
2020/04/03/19:49:50.160754,"(-10.324996948242188, -0.3531494140625, -0.53271484375)"
2020/04/03/19:49:50.267723,"(-10.293869018554688, -0.44293212890625, -0.469268798828125)"
2020/04/03/19:49:50.370071,"(-10.211273193359375, -0.2932891845703125, -0.518341064453125)"
2020/04/03/19:49:50.473292,"(-10.201690673828125, -0.3292083740234375, -0.4369354248046875)"
2020/04/03/19:49:50.578456,"(-10.431533813476562, -0.416595458984375, -0.518341064453125)"
2020/04/03/19:49:50.681420,"(-10.111907958984375, -0.3734893798828125, -0.3351898193359375)"
2020/04/03/19:49:50.787285,"(-10.061630249023438, -0.5410919189453125, -0.3734893798828125)"
2020/04/03/19:49:50.890343,"(-9.95867919921875, -0.4261627197265625, -0.4094085693359375)"
2020/04/03/19:49:50.994692,"(-9.759963989257812, -0.4297637939453125, -0.2825164794921875)"
2020/04/03/19:49:51.099554,"(-10.155014038085938, -0.5901641845703125, -0.24420166015625)"
2020/04/03/19:49:51.203029,"(-9.859329223632812, -0.4417266845703125, -0.2286529541015625)"
2020/04/03/19:49:51.307589,"(-10.025726318359375, -0.3651123046875, -0.33160400390625)"
2020/04/03/19:49:51.414168,"(-10.393234252929688, -0.527923583984375, -0.42376708984375)"
2020/04/03/19:49:51.516846,"(-10.213668823242188, -0.2873077392578125, -0.3531494140625)"
2020/04/03/19:49:51.621888,"(-9.953887939453125, -0.4345550537109375, -0.385467529296875)"
2020/04/03/19:49:51.729123,"(-10.211273193359375, -0.4680633544921875, -0.38067626953125)"
2020/04/03/19:49:51.831632,"(-9.987411499023438, -0.311248779296875, -0.397430419921875)"
2020/04/03/19:49:51.935575,"(-10.165786743164062, -0.3303985595703125, -0.46087646484375)"
2020/04/03/19:49:52.041800,"(-10.2711181640625, -0.391448974609375, -0.322021484375)"
2020/04/03/19:49:52.144478,"(-10.223236083984375, -0.3615264892578125, -0.412994384765625)"
2020/04/03/19:49:52.250174,"(-9.998184204101562, -0.385467529296875, -0.3555450439453125)"
2020/04/03/19:49:52.352307,"(-9.896438598632812, -0.4668731689453125, -0.3303985595703125)"
2020/04/03/19:49:52.455153,"(-9.99578857421875, -0.51116943359375, -0.3890533447265625)"
2020/04/03/19:49:52.556458,"(-10.2591552734375, -0.3663177490234375, -0.453704833984375)"
2020/04/03/19:49:52.663549,"(-10.146621704101562, -0.357940673828125, -0.37469482421875)"
2020/04/03/19:49:52.764859,"(-10.44830322265625, -0.5267181396484375, -0.3627166748046875)"
2020/04/03/19:49:52.869069,"(-10.002975463867188, -0.284912109375, -0.4022216796875)"
2020/04/03/19:49:52.976201,"(-10.220840454101562, -0.270538330078125, -0.4944000244140625)"
2020/04/03/19:49:53.078144,"(-10.353729248046875, -0.4632720947265625, -0.4453277587890625)"
2020/04/03/19:49:53.179351,"(-10.30584716796875, -0.412994384765625, -0.5243377685546875)"
2020/04/03/19:49:53.284676,"(-10.034103393554688, -0.2406158447265625, -0.4764404296875)"
2020/04/03/19:49:53.385352,"(-10.171768188476562, -0.342376708984375, -0.4094085693359375)"
2020/04/03/19:49:53.486086,"(-10.20648193359375, -0.5003814697265625, -0.34356689453125)"
2020/04/03/19:49:53.592305,"(-10.017333984375, -0.3411712646484375, -0.481231689453125)"
2020/04/03/19:49:53.694516,"(-10.307037353515625, -0.357940673828125, -0.3902587890625)"
2020/04/03/19:49:53.799461,"(-10.291473388671875, -0.4105987548828125, -0.401031494140625)"
2020/04/03/19:49:53.902606,"(-10.00537109375, -0.2920989990234375, -0.401031494140625)"
2020/04/03/19:49:54.004246,"(-9.980224609375, -0.3184356689453125, -0.397430419921875)"
2020/04/03/19:49:54.107389,"(-10.28668212890625, -0.484832763671875, -0.3028717041015625)"
2020/04/03/19:49:54.213679,"(-9.94671630859375, -0.4082183837890625, -0.3663177490234375)"
2020/04/03/19:49:54.315840,"(-10.194503784179688, -0.363922119140625, -0.4082183837890625)"
2020/04/03/19:49:54.420045,"(-9.892837524414062, -0.348358154296875, -0.37469482421875)"
2020/04/03/19:49:54.526539,"(-10.315414428710938, -0.4932098388671875, -0.3196258544921875)"
2020/04/03/19:49:54.628664,"(-10.182540893554688, -0.41180419921875, -0.4465179443359375)"
2020/04/03/19:49:54.734411,"(-10.028106689453125, -0.2884979248046875, -0.2884979248046875)"
2020/04/03/19:49:54.838685,"(-10.139450073242188, -0.55426025390625, -0.42376708984375)"
2020/04/03/19:49:54.942088,"(-10.114303588867188, -0.3770904541015625, -0.3040618896484375)"
