time,.data
2020/04/03/19:47:37.430839,"(-9.838973999023438, -0.5901641845703125, -0.1723785400390625)"
2020/04/03/19:47:37.534377,"(-9.78271484375, -0.4740447998046875, -0.26934814453125)"
2020/04/03/19:47:37.638763,"(-10.081985473632812, -0.4189910888671875, -0.317230224609375)"
2020/04/03/19:47:37.743071,"(-10.186126708984375, -0.459686279296875, -0.2142791748046875)"
2020/04/03/19:47:37.847203,"(-10.216064453125, -0.354339599609375, -0.16998291015625)"
2020/04/03/19:47:37.951375,"(-10.119094848632812, -0.3986358642578125, -0.348358154296875)"
2020/04/03/19:47:38.059072,"(-10.104721069335938, -0.5003814697265625, -0.20709228515625)"
2020/04/03/19:47:38.160450,"(-9.888046264648438, -0.3842620849609375, -0.432159423828125)"
2020/04/03/19:47:38.264688,"(-9.99578857421875, -0.438140869140625, -0.3184356689453125)"
2020/04/03/19:47:38.366642,"(-10.143035888671875, -0.5374908447265625, -0.4046173095703125)"
2020/04/03/19:47:38.470985,"(-9.943115234375, -0.502777099609375, -0.2394256591796875)"
2020/04/03/19:47:38.572706,"(-9.993392944335938, -0.357940673828125, -0.41180419921875)"
2020/04/03/19:47:38.677622,"(-10.352523803710938, -0.4357452392578125, -0.36871337890625)"
2020/04/03/19:47:38.784483,"(-10.117889404296875, -0.4046173095703125, -0.30645751953125)"
2020/04/03/19:47:38.885854,"(-10.030502319335938, -0.3651123046875, -0.3675079345703125)"
2020/04/03/19:47:38.991164,"(-10.266342163085938, -0.3411712646484375, -0.33160400390625)"
2020/04/03/19:47:39.095228,"(-10.340560913085938, -0.4524993896484375, -0.3830718994140625)"
2020/04/03/19:47:39.199456,"(-10.180145263671875, -0.2837066650390625, -0.3998260498046875)"
2020/04/03/19:47:39.305027,"(-10.092758178710938, -0.4524993896484375, -0.4105987548828125)"
2020/04/03/19:47:39.408200,"(-10.093948364257812, -0.4393310546875, -0.4417266845703125)"
2020/04/03/19:47:39.512727,"(-9.977828979492188, -0.2837066650390625, -0.4273681640625)"
2020/04/03/19:47:39.618250,"(-10.208877563476562, -0.4465179443359375, -0.391448974609375)"
2020/04/03/19:47:39.721288,"(-10.178955078125, -0.36871337890625, -0.27532958984375)"
2020/04/03/19:47:39.826871,"(-10.083175659179688, -0.33758544921875, -0.305267333984375)"
2020/04/03/19:47:39.930230,"(-10.171768188476562, -0.4477081298828125, -0.3184356689453125)"
2020/04/03/19:47:40.034193,"(-10.031707763671875, -0.4153900146484375, -0.391448974609375)"
2020/04/03/19:47:40.139842,"(-10.041275024414062, -0.401031494140625, -0.2394256591796875)"
2020/04/03/19:47:40.244483,"(-10.060440063476562, -0.4405364990234375, -0.34954833984375)"
2020/04/03/19:47:40.347499,"(-10.053253173828125, -0.4034271240234375, -0.26336669921875)"
2020/04/03/19:47:40.452198,"(-10.059234619140625, -0.4094085693359375, -0.391448974609375)"
2020/04/03/19:47:40.552526,"(-10.0113525390625, -0.379486083984375, -0.180755615234375)"
2020/04/03/19:47:40.656295,"(-9.993392944335938, -0.4524993896484375, -0.1412506103515625)"
2020/04/03/19:47:40.758868,"(-9.923965454101562, -0.4644775390625, -0.22265625)"
2020/04/03/19:47:40.859668,"(-9.944320678710938, -0.521942138671875, -0.1675872802734375)"
2020/04/03/19:47:40.965249,"(-9.9000244140625, -0.502777099609375, -0.211883544921875)"
2020/04/03/19:47:41.069162,"(-10.068817138671875, -0.5374908447265625, -0.1867523193359375)"
2020/04/03/19:47:41.172442,"(-9.992202758789062, -0.432159423828125, -0.2992706298828125)"
2020/04/03/19:47:41.280162,"(-10.193313598632812, -0.4405364990234375, -0.3088531494140625)"
2020/04/03/19:47:41.382195,"(-10.013748168945312, -0.4561004638671875, -0.3615264892578125)"
2020/04/03/19:47:41.485700,"(-9.78509521484375, -0.3926544189453125, -0.2358245849609375)"
2020/04/03/19:47:41.590486,"(-10.03289794921875, -0.4632720947265625, -0.1975250244140625)"
2020/04/03/19:47:41.694384,"(-10.031707763671875, -0.3782806396484375, -0.3722991943359375)"
2020/04/03/19:47:41.799847,"(-10.304641723632812, -0.33758544921875, -0.3627166748046875)"
2020/04/03/19:47:41.904528,"(-10.1107177734375, -0.3567352294921875, -0.3351898193359375)"
2020/04/03/19:47:42.008134,"(-10.054443359375, -0.3663177490234375, -0.3136444091796875)"
2020/04/03/19:47:42.112593,"(-10.160995483398438, -0.3842620849609375, -0.322021484375)"
2020/04/03/19:47:42.217402,"(-10.074798583984375, -0.3998260498046875, -0.3148345947265625)"
2020/04/03/19:47:42.320387,"(-9.96826171875, -0.3770904541015625, -0.3028717041015625)"
2020/04/03/19:47:42.427219,"(-10.060440063476562, -0.52911376953125, -0.2573699951171875)"
2020/04/03/19:47:42.529717,"(-10.00177001953125, -0.4572906494140625, -0.23223876953125)"
2020/04/03/19:47:42.634104,"(-10.119094848632812, -0.3136444091796875, -0.280120849609375)"
2020/04/03/19:47:42.737810,"(-10.186126708984375, -0.3292083740234375, -0.4716644287109375)"
2020/04/03/19:47:42.843366,"(-10.145431518554688, -0.3519439697265625, -0.51715087890625)"
2020/04/03/19:47:42.946555,"(-10.22802734375, -0.2130889892578125, -0.5518646240234375)"
2020/04/03/19:47:43.052050,"(-10.235214233398438, -0.27532958984375, -0.533905029296875)"
2020/04/03/19:47:43.155898,"(-10.405197143554688, -0.2549896240234375, -0.4620819091796875)"
2020/04/03/19:47:43.261927,"(-10.266342163085938, -0.2825164794921875, -0.4189910888671875)"
2020/04/03/19:47:43.365283,"(-10.255569458007812, -0.342376708984375, -0.3722991943359375)"
2020/04/03/19:47:43.468753,"(-10.104721069335938, -0.3722991943359375, -0.34356689453125)"
2020/04/03/19:47:43.574463,"(-10.000579833984375, -0.4345550537109375, -0.2023162841796875)"
2020/04/03/19:47:43.677609,"(-9.787490844726562, -0.4249725341796875, -0.3471527099609375)"
2020/04/03/19:47:43.782058,"(-9.907211303710938, -0.5374908447265625, -0.2729339599609375)"
2020/04/03/19:47:43.886578,"(-9.965866088867188, -0.357940673828125, -0.333984375)"
2020/04/03/19:47:43.991617,"(-10.0484619140625, -0.3878631591796875, -0.205902099609375)"
2020/04/03/19:47:44.095122,"(-10.38604736328125, -0.4249725341796875, -0.3531494140625)"
2020/04/03/19:47:44.199509,"(-10.182540893554688, -0.289703369140625, -0.3519439697265625)"
2020/04/03/19:47:44.306171,"(-10.083175659179688, -0.2920989990234375, -0.5470733642578125)"
2020/04/03/19:47:44.409294,"(-10.12628173828125, -0.359130859375, -0.41778564453125)"
2020/04/03/19:47:44.513609,"(-10.060440063476562, -0.3040618896484375, -0.459686279296875)"
2020/04/03/19:47:44.617538,"(-10.176559448242188, -0.307647705078125, -0.2944793701171875)"
2020/04/03/19:47:44.722368,"(-10.235214233398438, -0.3878631591796875, -0.3938446044921875)"
2020/04/03/19:47:44.826664,"(-10.414779663085938, -0.2406158447265625, -0.3651123046875)"
2020/04/03/19:47:44.930732,"(-10.283096313476562, -0.33160400390625, -0.4764404296875)"
2020/04/03/19:47:45.037680,"(-10.291473388671875, -0.2537841796875, -0.496795654296875)"
2020/04/03/19:47:45.137784,"(-10.050857543945312, -0.3830718994140625, -0.407012939453125)"
2020/04/03/19:47:45.238772,"(-9.846160888671875, -0.3519439697265625, -0.3363800048828125)"
2020/04/03/19:47:45.341341,"(-9.990997314453125, -0.4141998291015625, -0.396240234375)"
2020/04/03/19:47:45.442144,"(-10.016143798828125, -0.4153900146484375, -0.19512939453125)"
2020/04/03/19:47:45.547626,"(-10.166976928710938, -0.4022216796875, -0.3447723388671875)"
2020/04/03/19:47:45.648930,"(-10.141845703125, -0.41778564453125, -0.2729339599609375)"
2020/04/03/19:47:45.750173,"(-10.157394409179688, -0.3160400390625, -0.4357452392578125)"
2020/04/03/19:47:45.855325,"(-10.36090087890625, -0.2669525146484375, -0.2884979248046875)"
2020/04/03/19:47:45.960199,"(-9.980224609375, -0.333984375, -0.433349609375)"
2020/04/03/19:47:46.064123,"(-10.091552734375, -0.34356689453125, -0.2980804443359375)"
2020/04/03/19:47:46.168685,"(-10.172958374023438, -0.2980804443359375, -0.48602294921875)"
2020/04/03/19:47:46.274580,"(-10.07958984375, -0.342376708984375, -0.3399810791015625)"
2020/04/03/19:47:46.377310,"(-10.256759643554688, -0.2932891845703125, -0.5255279541015625)"
2020/04/03/19:47:46.477338,"(-10.261550903320312, -0.333984375, -0.264556884765625)"
2020/04/03/19:47:46.580662,"(-10.26873779296875, -0.3088531494140625, -0.4644775390625)"
2020/04/03/19:47:46.685178,"(-10.2962646484375, -0.3100433349609375, -0.248992919921875)"
2020/04/03/19:47:46.786456,"(-10.254364013671875, -0.2837066650390625, -0.4896087646484375)"
2020/04/03/19:47:46.891622,"(-10.120285034179688, -0.27532958984375, -0.248992919921875)"
2020/04/03/19:47:46.992946,"(-10.211273193359375, -0.3148345947265625, -0.5829925537109375)"
2020/04/03/19:47:47.098787,"(-10.131057739257812, -0.26336669921875, -0.38665771484375)"
2020/04/03/19:47:47.202291,"(-10.037689208984375, -0.205902099609375, -0.533905029296875)"
2020/04/03/19:47:47.306382,"(-10.272323608398438, -0.342376708984375, -0.38665771484375)"
2020/04/03/19:47:47.411553,"(-10.277114868164062, -0.323211669921875, -0.5135498046875)"
2020/04/03/19:47:47.511986,"(-10.244781494140625, -0.3184356689453125, -0.2142791748046875)"
2020/04/03/19:47:47.616401,"(-10.330978393554688, -0.311248779296875, -0.38665771484375)"
2020/04/03/19:47:47.719554,"(-10.285491943359375, -0.2561798095703125, -0.4680633544921875)"
2020/04/03/19:47:47.826771,"(-10.1849365234375, -0.22265625, -0.5039825439453125)"
2020/04/03/19:47:47.927363,"(-10.218460083007812, -0.3471527099609375, -0.348358154296875)"
2020/04/03/19:47:48.034382,"(-9.98980712890625, -0.2884979248046875, -0.475250244140625)"
2020/04/03/19:47:48.137891,"(-10.016143798828125, -0.311248779296875, -0.4201812744140625)"
2020/04/03/19:47:48.240990,"(-9.988616943359375, -0.280120849609375, -0.37109375)"
2020/04/03/19:47:48.344891,"(-10.109512329101562, -0.412994384765625, -0.24420166015625)"
2020/04/03/19:47:48.450617,"(-10.013748168945312, -0.38067626953125, -0.2250518798828125)"
2020/04/03/19:47:48.554128,"(-10.114303588867188, -0.484832763671875, -0.0933685302734375)"
2020/04/03/19:47:48.659037,"(-9.922775268554688, -0.422576904296875, -0.2418212890625)"
2020/04/03/19:47:48.763147,"(-9.885665893554688, -0.3842620849609375, -0.2944793701171875)"
2020/04/03/19:47:48.865103,"(-9.783905029296875, -0.3818817138671875, -0.3471527099609375)"
2020/04/03/19:47:48.966592,"(-9.9371337890625, -0.3519439697265625, -0.289703369140625)"
2020/04/03/19:47:49.072051,"(-10.087966918945312, -0.369903564453125, -0.357940673828125)"
2020/04/03/19:47:49.179070,"(-10.07000732421875, -0.3148345947265625, -0.3627166748046875)"
2020/04/03/19:47:49.282257,"(-10.281906127929688, -0.342376708984375, -0.3902587890625)"
2020/04/03/19:47:49.384716,"(-10.316619873046875, -0.307647705078125, -0.363922119140625)"
2020/04/03/19:47:49.488988,"(-10.205291748046875, -0.2980804443359375, -0.357940673828125)"
2020/04/03/19:47:49.593380,"(-10.065231323242188, -0.3447723388671875, -0.3531494140625)"
2020/04/03/19:47:49.701029,"(-9.982620239257812, -0.311248779296875, -0.4357452392578125)"
2020/04/03/19:47:49.801833,"(-9.992202758789062, -0.348358154296875, -0.40582275390625)"
2020/04/03/19:47:49.906726,"(-10.096343994140625, -0.3292083740234375, -0.4764404296875)"
2020/04/03/19:47:50.011959,"(-10.217254638671875, -0.3184356689453125, -0.3411712646484375)"
2020/04/03/19:47:50.114641,"(-10.232818603515625, -0.301666259765625, -0.3531494140625)"
2020/04/03/19:47:50.221143,"(-10.240005493164062, -0.31243896484375, -0.26336669921875)"
2020/04/03/19:47:50.323939,"(-10.188522338867188, -0.2884979248046875, -0.3986358642578125)"
2020/04/03/19:47:50.428245,"(-10.171768188476562, -0.323211669921875, -0.470458984375)"
2020/04/03/19:47:50.534874,"(-10.135848999023438, -0.3040618896484375, -0.6727752685546875)"
2020/04/03/19:47:50.636812,"(-10.12628173828125, -0.34954833984375, -0.756561279296875)"
2020/04/03/19:47:50.741294,"(-10.02691650390625, -0.3280029296875, -0.9720458984375)"
2020/04/03/19:47:50.847278,"(-10.151412963867188, -0.3148345947265625, -1.1396331787109375)"
2020/04/03/19:47:50.949828,"(-10.120285034179688, -0.274139404296875, -1.261749267578125)"
2020/04/03/19:47:51.054302,"(-10.204086303710938, -0.2765350341796875, -1.3874359130859375)"
2020/04/03/19:47:51.158534,"(-10.120285034179688, -0.3160400390625, -1.6651611328125)"
2020/04/03/19:47:51.263255,"(-10.10711669921875, -0.33160400390625, -1.71783447265625)"
2020/04/03/19:47:51.369459,"(-10.031707763671875, -0.243011474609375, -1.942901611328125)"
2020/04/03/19:47:51.473995,"(-9.891647338867188, -0.284912109375, -2.0410614013671875)"
2020/04/03/19:47:51.575833,"(-9.914382934570312, -0.289703369140625, -2.202667236328125)"
2020/04/03/19:47:51.680913,"(-9.813827514648438, -0.2837066650390625, -2.3546905517578125)"
2020/04/03/19:47:51.785143,"(-9.879669189453125, -0.2657623291015625, -2.5019378662109375)"
2020/04/03/19:47:51.891786,"(-9.80426025390625, -0.270538330078125, -2.5498199462890625)"
2020/04/03/19:47:51.996189,"(-9.953887939453125, -0.2346343994140625, -2.7700958251953125)"
2020/04/03/19:47:52.098260,"(-9.708480834960938, -0.323211669921875, -2.8491058349609375)"
2020/04/03/19:47:52.204046,"(-9.885665893554688, -0.2465972900390625, -2.9568328857421875)"
2020/04/03/19:47:52.308040,"(-9.917984008789062, -0.221466064453125, -3.1100616455078125)"
2020/04/03/19:47:52.411493,"(-9.824600219726562, -0.1867523193359375, -3.3506927490234375)"
2020/04/03/19:47:52.518433,"(-9.73004150390625, -0.196319580078125, -3.4249114990234375)"
2020/04/03/19:47:52.620267,"(-9.607925415039062, -0.196319580078125, -3.51348876953125)"
2020/04/03/19:47:52.722837,"(-9.734817504882812, -0.1448516845703125, -3.76727294921875)"
2020/04/03/19:47:52.823365,"(-9.65582275390625, -0.1663970947265625, -3.9264984130859375)"
2020/04/03/19:47:52.930234,"(-9.66778564453125, -0.110137939453125, -4.0653533935546875)"
2020/04/03/19:47:53.031848,"(-9.5780029296875, -0.153228759765625, -4.05218505859375)"
2020/04/03/19:47:53.133811,"(-9.035720825195312, -0.4249725341796875, -3.8594512939453125)"
2020/04/03/19:47:53.236294,"(-9.064453125, -0.3926544189453125, -4.02105712890625)"
2020/04/03/19:47:53.340395,"(-9.350555419921875, -0.1723785400390625, -4.384979248046875)"
2020/04/03/19:47:53.446563,"(-9.379287719726562, -0.1771697998046875, -4.5010986328125)"
2020/04/03/19:47:53.549645,"(-9.315841674804688, -0.16998291015625, -4.5872955322265625)"
2020/04/03/19:47:53.653608,"(-9.288299560546875, -0.1652069091796875, -4.7369232177734375)"
2020/04/03/19:47:53.755378,"(-9.064453125, -0.3292083740234375, -4.6519317626953125)"
2020/04/03/19:47:53.861207,"(-9.050079345703125, -0.2765350341796875, -4.818328857421875)"
2020/04/03/19:47:53.961145,"(-9.078811645507812, -0.2238616943359375, -4.99310302734375)"
2020/04/03/19:47:54.066988,"(-8.939956665039062, -0.2992706298828125, -4.988311767578125)"
2020/04/03/19:47:54.172432,"(-8.871719360351562, -0.1915435791015625, -5.134368896484375)"
2020/04/03/19:47:54.275112,"(-8.951919555664062, -0.2609710693359375, -5.1858367919921875)"
2020/04/03/19:47:54.381225,"(-8.761581420898438, -0.2358245849609375, -5.363006591796875)"
2020/04/03/19:47:54.481983,"(-8.84417724609375, -0.184356689453125, -5.372589111328125)"
2020/04/03/19:47:54.584650,"(-8.634689331054688, -0.1867523193359375, -5.5114593505859375)"
2020/04/03/19:47:54.687871,"(-8.635879516601562, -0.2358245849609375, -5.558135986328125)"
2020/04/03/19:47:54.794667,"(-8.567657470703125, -0.2358245849609375, -5.6455230712890625)"
2020/04/03/19:47:54.897470,"(-8.511383056640625, -0.2046966552734375, -5.71136474609375)"
2020/04/03/19:47:55.000719,"(-8.407241821289062, -0.2513885498046875, -5.886138916015625)"
2020/04/03/19:47:55.105893,"(-8.529342651367188, -0.20111083984375, -5.942413330078125)"
2020/04/03/19:47:55.209312,"(-8.316253662109375, -0.196319580078125, -6.022613525390625)"
2020/04/03/19:47:55.316452,"(-8.2899169921875, -0.23223876953125, -6.1052093505859375)"
2020/04/03/19:47:55.418015,"(-8.295913696289062, -0.215484619140625, -6.2093658447265625)"
2020/04/03/19:47:55.522554,"(-8.359359741210938, -0.185546875, -6.297943115234375)"
2020/04/03/19:47:55.628123,"(-8.306686401367188, -0.180755615234375, -6.2728118896484375)"
2020/04/03/19:47:55.736768,"(-8.085220336914062, -0.210693359375, -6.3745574951171875)"
2020/04/03/19:47:55.833053,"(-8.140289306640625, -0.211883544921875, -6.48828125)"
2020/04/03/19:47:55.935342,"(-8.127120971679688, -0.184356689453125, -6.5852508544921875)"
2020/04/03/19:47:56.041799,"(-8.050506591796875, -0.1927337646484375, -6.629547119140625)"
2020/04/03/19:47:56.147532,"(-7.82904052734375, -0.2166748046875, -6.719329833984375)"
2020/04/03/19:47:56.248824,"(-7.870941162109375, -0.1975250244140625, -6.793548583984375)"
2020/04/03/19:47:56.354249,"(-7.8541717529296875, -0.1652069091796875, -6.8342437744140625)"
2020/04/03/19:47:56.457634,"(-7.666229248046875, -0.268157958984375, -6.9407958984375)"
2020/04/03/19:47:56.561201,"(-7.639892578125, -0.2549896240234375, -6.930023193359375)"
2020/04/03/19:47:56.693820,"(-7.554901123046875, -0.2130889892578125, -7.019805908203125)"
2020/04/03/19:47:56.789631,"(-7.718902587890625, -0.125701904296875, -7.09521484375)"
2020/04/03/19:47:56.893868,"(-7.595611572265625, -0.2082977294921875, -7.13592529296875)"
2020/04/03/19:47:56.998850,"(-7.5572967529296875, -0.217864990234375, -7.285552978515625)"
2020/04/03/19:47:57.104209,"(-7.5453338623046875, -0.143646240234375, -7.3370361328125)"
2020/04/03/19:47:57.209620,"(-7.6003875732421875, -0.032318115234375, -7.5189971923828125)"
2020/04/03/19:47:57.313255,"(-7.29034423828125, -0.1879425048828125, -7.4579315185546875)"
2020/04/03/19:47:57.413008,"(-7.20654296875, -0.215484619140625, -7.400482177734375)"
2020/04/03/19:47:57.515466,"(-7.2568206787109375, -0.1448516845703125, -7.595611572265625)"
2020/04/03/19:47:57.620628,"(-7.236480712890625, -0.178375244140625, -7.5932159423828125)"
2020/04/03/19:47:57.725672,"(-7.11676025390625, -0.1448516845703125, -7.6746063232421875)"
2020/04/03/19:47:57.827605,"(-7.041351318359375, -0.2621612548828125, -7.601593017578125)"
2020/04/03/19:47:57.929339,"(-6.8378448486328125, -0.2035064697265625, -7.6829986572265625)"
2020/04/03/19:47:58.034160,"(-6.815093994140625, -0.264556884765625, -7.86614990234375)"
2020/04/03/19:47:58.137336,"(-6.8162994384765625, -0.2202606201171875, -7.849395751953125)"
2020/04/03/19:47:58.241399,"(-6.6367340087890625, -0.1879425048828125, -7.929595947265625)"
2020/04/03/19:47:58.347905,"(-6.59722900390625, -0.2825164794921875, -7.9595184326171875)"
2020/04/03/19:47:58.453475,"(-6.63433837890625, -0.2238616943359375, -7.9810638427734375)"
2020/04/03/19:47:58.555448,"(-6.567291259765625, -0.1723785400390625, -8.046905517578125)"
2020/04/03/19:47:58.662611,"(-6.57806396484375, -0.24420166015625, -8.08880615234375)"
2020/04/03/19:47:58.763919,"(-6.4894866943359375, -0.258575439453125, -8.094802856445312)"
2020/04/03/19:47:58.864672,"(-6.4703369140625, -0.210693359375, -8.08880615234375)"
2020/04/03/19:47:58.967818,"(-6.335052490234375, -0.2286529541015625, -8.183380126953125)"
