time,.x,.y,.z
2020/04/03/19:47:16.081076,-0.0162957651084,0.0153770133286,0.00773492593071
2020/04/03/19:47:16.110094,-0.0131126809426,0.0171651951866,0.00678535559895
2020/04/03/19:47:16.141343,-0.0155195202625,0.0205190965282,0.00755944634617
2020/04/03/19:47:16.171394,-0.0156876828532,0.0157763417944,0.00770982290227
2020/04/03/19:47:16.211913,-0.0178529618315,0.0164795859019,0.00825631904647
2020/04/03/19:47:16.252908,-0.0166917727466,0.0246552534667,0.00813803439732
2020/04/03/19:47:16.282120,-0.0176603164445,0.0122401590128,0.00839292859091
2020/04/03/19:47:16.321806,-0.0141305506093,0.0237127012915,0.00668456244585
2020/04/03/19:47:16.364091,-0.015161383216,0.0183141394188,0.00759717971026
2020/04/03/19:47:16.395905,-0.0138312559216,0.0166929571669,0.00678024359961
2020/04/03/19:47:16.426727,-0.0158422327709,0.0144376935575,0.00822685541365
2020/04/03/19:47:16.459681,-0.0130443867934,0.0127887924321,0.00671486299378
2020/04/03/19:47:16.489516,-0.011465976921,0.0227175686876,0.0060325226895
2020/04/03/19:47:16.519200,-0.0123813513656,0.016028095389,0.00665512177344
2020/04/03/19:47:16.548151,-0.0128047261743,0.0230070631082,0.00632732215708
2020/04/03/19:47:16.577179,-0.014954877345,0.0170941844753,0.00722939746803
2020/04/03/19:47:16.607822,-0.0141534914485,0.0225694110605,0.00712696992334
2020/04/03/19:47:16.638758,-0.0124795240699,0.0143511140932,0.00643471073498
2020/04/03/19:47:16.669347,-0.0120907527659,0.0179769717921,0.00627762009983
2020/04/03/19:47:16.700734,-0.0115580354773,0.0125087116755,0.00581348851885
2020/04/03/19:47:16.730486,-0.0169830903308,0.0102203545795,0.00832992045266
2020/04/03/19:47:16.760183,-0.0138464582667,0.0103654445127,0.0070200974701
2020/04/03/19:47:16.812299,-0.0156874178862,0.0132595035434,0.00738290389856
2020/04/03/19:47:16.842817,-0.0154833705315,0.024517684166,0.00712511291693
2020/04/03/19:47:16.872353,-0.0124535151243,0.0155571319572,0.00601372302973
2020/04/03/19:47:16.901648,-0.0176138178706,0.00842452360109,0.0079738401251
2020/04/03/19:47:16.932201,-0.0129033043491,0.0145061031783,0.00633861880549
2020/04/03/19:47:16.960965,-0.0160320546521,0.00832343575482,0.00731313652701
2020/04/03/19:47:16.989921,-0.0133427428592,0.0140986480184,0.00662796668363
2020/04/03/19:47:17.019379,-0.0145345067512,0.0227591380781,0.00682639724322
2020/04/03/19:47:17.059046,-0.0130178162819,0.0138035662055,0.00628262713892
2020/04/03/19:47:17.099461,-0.0177008791672,0.00553557716267,0.00849981872102
2020/04/03/19:47:17.129589,-0.0152923294998,0.0145768429765,0.00669067127407
2020/04/03/19:47:17.160285,-0.0109707278991,0.013029635778,0.00563521476235
2020/04/03/19:47:17.199589,-0.0133537944537,0.0102440339903,0.00603170326779
2020/04/03/19:47:17.243313,-0.00602643865829,0.017264568797,0.00328206951278
2020/04/03/19:47:17.274033,-0.0107636867323,0.0192647648368,0.00523035561049
2020/04/03/19:47:17.305247,-0.0104487266266,0.0108327666421,0.00505728177852
2020/04/03/19:47:17.334648,-0.0130324463315,0.00774685677601,0.00578655052344
2020/04/03/19:47:17.374064,-0.00850118597202,0.0154033458224,0.00392741665273
2020/04/03/19:47:17.414465,-0.00838534467438,0.0167047398706,0.0044681845119
2020/04/03/19:47:17.443846,-0.0125740866536,0.0121399733697,0.00603298364757
2020/04/03/19:47:17.473934,-0.011740403027,0.0151945164032,0.00552438905459
2020/04/03/19:47:17.504257,-0.0101642755588,0.0124874312182,0.00514333475926
2020/04/03/19:47:17.555033,-0.0100729700943,0.00792098863648,0.00515297071821
2020/04/03/19:47:17.597992,-0.0103838368694,0.01428801807,0.00519406519354
2020/04/03/19:47:17.628731,-0.0106215049373,0.0192596260109,0.00497972120289
2020/04/03/19:47:17.660671,-0.00803208385345,0.0159293611922,0.00442132919209
2020/04/03/19:47:17.692647,-0.0124764763283,0.00413757218532,0.00597110513135
2020/04/03/19:47:17.733989,-0.0129019399742,0.0119459139509,0.00576488141562
2020/04/03/19:47:17.763651,-0.00533656159813,0.0183698714503,0.00324430691002
2020/04/03/19:47:17.806438,-0.0122698881192,0.007535053459,0.00581664413911
2020/04/03/19:47:17.846917,-0.0107363476579,0.0156610161992,0.00504674198149
2020/04/03/19:47:17.876179,-0.00942063833977,0.0183569456685,0.0046927341736
2020/04/03/19:47:17.905291,-0.00723064474187,0.0144155646466,0.00383647758326
2020/04/03/19:47:17.935048,-0.00788312644477,0.0165345099915,0.0041981301967
2020/04/03/19:47:17.964478,-0.00811752227994,0.0107218400253,0.00437808583385
2020/04/03/19:47:17.994851,-0.00929914388343,0.0126027836453,0.00472386342166
2020/04/03/19:47:18.023432,-0.0107218819325,0.0153513964165,0.00503088244649
2020/04/03/19:47:18.053340,-0.0081783306534,0.013266008392,0.004114532023
2020/04/03/19:47:18.106956,-0.00723582902075,0.0185941563373,0.0036184329397
2020/04/03/19:47:18.138074,-0.00854558608061,0.0174100652185,0.00442791471313
2020/04/03/19:47:18.170694,-0.00837594119979,0.0167985022847,0.00385726740849
2020/04/03/19:47:18.201602,-0.0102366376298,0.0126615236381,0.00496631292143
2020/04/03/19:47:18.232547,-0.00794735819603,0.0110721972106,0.00402492966591
2020/04/03/19:47:18.262264,-0.00569449287463,0.0136524604859,0.00316048182932
2020/04/03/19:47:18.292106,-0.0106128072127,0.00740608367064,0.00495900414895
2020/04/03/19:47:18.322163,-0.00760196467637,0.0170964575894,0.00375445770334
2020/04/03/19:47:18.354304,-0.0102063650591,0.0125540583214,0.00432979133521
2020/04/03/19:47:18.393429,-0.00997645113563,0.0178250502915,0.00485649405374
2020/04/03/19:47:18.433812,-0.00813569682704,0.00774857409794,0.00403567946849
2020/04/03/19:47:18.465256,-0.004875609155,0.0183064544027,0.00281124997793
2020/04/03/19:47:18.495126,-0.00851033401939,0.00692322149328,0.00396750757856
2020/04/03/19:47:18.524148,-0.0066557986383,0.0200182226966,0.00303078915448
2020/04/03/19:47:18.553523,-0.0129332600012,0.0102336285623,0.00575253435597
2020/04/03/19:47:18.584663,-0.00678938394736,0.00693777839406,0.00325408166142
