time,.data
2020/04/03/19:49:50.671399,"(36.11907958984375, -19.3389892578125, 14.99176025390625)"
2020/04/03/19:49:50.770405,"(36.9415283203125, -20.037841796875, 15.58380126953125)"
2020/04/03/19:49:50.873357,"(36.7431640625, -20.01953125, 14.32342529296875)"
2020/04/03/19:49:50.973247,"(36.38458251953125, -19.51446533203125, 15.29541015625)"
2020/04/03/19:49:51.070817,"(36.456298828125, -20.0164794921875, 14.33868408203125)"
2020/04/03/19:49:51.171974,"(37.02545166015625, -19.67926025390625, 14.3096923828125)"
2020/04/03/19:49:51.274565,"(36.97052001953125, -20.5474853515625, 15.264892578125)"
2020/04/03/19:49:51.373054,"(36.36474609375, -19.68536376953125, 15.61279296875)"
2020/04/03/19:49:51.474197,"(37.2314453125, -20.3887939453125, 15.56854248046875)"
2020/04/03/19:49:51.575845,"(35.99853515625, -20.3887939453125, 16.900634765625)"
2020/04/03/19:49:51.668678,"(36.6119384765625, -20.04241943359375, 16.2353515625)"
2020/04/03/19:49:51.766447,"(36.92169189453125, -20.21026611328125, 15.9027099609375)"
2020/04/03/19:49:51.867241,"(36.85302734375, -20.0531005859375, 16.85791015625)"
2020/04/03/19:49:51.967718,"(35.7513427734375, -20.03173828125, 16.278076171875)"
2020/04/03/19:49:52.072191,"(36.89727783203125, -20.04547119140625, 16.22161865234375)"
2020/04/03/19:49:52.170914,"(36.56768798828125, -20.04852294921875, 16.87164306640625)"
2020/04/03/19:49:52.269554,"(37.2711181640625, -20.0347900390625, 14.9322509765625)"
2020/04/03/19:49:52.372987,"(37.18414306640625, -20.04852294921875, 16.20635986328125)"
2020/04/03/19:49:52.473271,"(36.69586181640625, -19.68231201171875, 14.96124267578125)"
2020/04/03/19:49:52.574681,"(36.85760498046875, -20.39794921875, 16.85791015625)"
2020/04/03/19:49:52.672413,"(35.83526611328125, -19.671630859375, 15.00396728515625)"
2020/04/03/19:49:52.777917,"(36.7156982421875, -19.51141357421875, 14.64385986328125)"
2020/04/03/19:49:52.876822,"(37.01019287109375, -20.19500732421875, 14.6270751953125)"
2020/04/03/19:49:52.977636,"(36.6119384765625, -20.04241943359375, 16.2353515625)"
2020/04/03/19:49:53.076011,"(36.34033203125, -19.5220947265625, 15.93170166015625)"
2020/04/03/19:49:53.180367,"(36.5478515625, -20.220947265625, 17.1905517578125)"
2020/04/03/19:49:53.280563,"(36.40899658203125, -19.67926025390625, 14.97650146484375)"
2020/04/03/19:49:53.381997,"(36.92626953125, -20.55511474609375, 15.90118408203125)"
2020/04/03/19:49:53.478271,"(36.456298828125, -20.0164794921875, 14.33868408203125)"
2020/04/03/19:49:53.583484,"(35.9954833984375, -20.04241943359375, 16.900634765625)"
2020/04/03/19:49:53.682009,"(36.3006591796875, -19.87457275390625, 16.5679931640625)"
2020/04/03/19:49:53.781767,"(36.92626953125, -20.55511474609375, 15.90118408203125)"
2020/04/03/19:49:53.881187,"(36.676025390625, -19.86236572265625, 15.2801513671875)"
2020/04/03/19:49:53.975359,"(36.9415283203125, -20.037841796875, 15.58380126953125)"
2020/04/03/19:49:54.075500,"(36.59210205078125, -20.21331787109375, 16.552734375)"
2020/04/03/19:49:54.173088,"(36.94610595703125, -20.38421630859375, 15.58380126953125)"
2020/04/03/19:49:54.274082,"(36.0504150390625, -19.17266845703125, 15.94696044921875)"
2020/04/03/19:49:54.376760,"(36.5631103515625, -19.70367431640625, 16.8731689453125)"
2020/04/03/19:49:54.475867,"(36.14654541015625, -19.8486328125, 14.67132568359375)"
2020/04/03/19:49:54.575903,"(35.77117919921875, -19.86083984375, 15.960693359375)"
2020/04/03/19:49:54.676972,"(36.3006591796875, -19.87457275390625, 16.5679931640625)"
2020/04/03/19:49:54.779950,"(35.83526611328125, -19.671630859375, 15.00396728515625)"
2020/04/03/19:49:54.879663,"(36.89727783203125, -20.04547119140625, 16.22161865234375)"
2020/04/03/19:49:54.979550,"(36.47613525390625, -19.8455810546875, 14.019775390625)"
2020/04/03/19:49:55.079738,"(37.21160888671875, -20.5596923828125, 15.887451171875)"
2020/04/03/19:49:55.181167,"(35.5224609375, -19.15740966796875, 15.33966064453125)"
2020/04/03/19:49:55.280610,"(35.5224609375, -19.15740966796875, 15.33966064453125)"
2020/04/03/19:49:55.381260,"(34.67864990234375, -18.6309814453125, 15.0634765625)"
2020/04/03/19:49:55.483744,"(35.50567626953125, -19.6746826171875, 15.655517578125)"
2020/04/03/19:49:55.584272,"(36.0504150390625, -19.17266845703125, 15.94696044921875)"
2020/04/03/19:49:55.684389,"(36.4166259765625, -20.3704833984375, 14.97344970703125)"
2020/04/03/19:49:55.784749,"(36.94915771484375, -20.7183837890625, 15.582275390625)"
2020/04/03/19:49:55.887451,"(35.8123779296875, -19.5068359375, 15.3228759765625)"
2020/04/03/19:49:55.988059,"(36.36474609375, -19.68536376953125, 15.61279296875)"
2020/04/03/19:49:56.087090,"(36.56768798828125, -20.04852294921875, 16.87164306640625)"
2020/04/03/19:49:56.187692,"(36.19384765625, -20.17669677734375, 14.03350830078125)"
2020/04/03/19:49:56.283585,"(35.5499267578125, -19.6685791015625, 15.01922607421875)"
2020/04/03/19:49:56.380363,"(36.2884521484375, -20.7275390625, 16.8853759765625)"
2020/04/03/19:49:56.482717,"(36.36474609375, -19.68536376953125, 15.61279296875)"
2020/04/03/19:49:56.580108,"(36.0626220703125, -20.1995849609375, 15.9454345703125)"
2020/04/03/19:49:56.674304,"(36.27777099609375, -19.70062255859375, 16.88690185546875)"
2020/04/03/19:49:56.771695,"(36.72332763671875, -20.19195556640625, 14.642333984375)"
2020/04/03/19:49:56.874111,"(36.97052001953125, -20.5474853515625, 15.264892578125)"
2020/04/03/19:49:56.973890,"(36.92626953125, -20.55511474609375, 15.90118408203125)"
2020/04/03/19:49:57.075097,"(36.9659423828125, -20.20263671875, 15.264892578125)"
2020/04/03/19:49:57.175739,"(35.51025390625, -20.01953125, 15.655517578125)"
2020/04/03/19:49:57.275089,"(35.79559326171875, -20.02410888671875, 15.64178466796875)"
2020/04/03/19:49:57.376298,"(36.676025390625, -19.86236572265625, 15.2801513671875)"
2020/04/03/19:49:57.469630,"(35.99853515625, -20.3887939453125, 16.900634765625)"
2020/04/03/19:49:57.568739,"(36.17401123046875, -20.35980224609375, 14.35089111328125)"
2020/04/03/19:49:57.668044,"(37.66937255859375, -20.1873779296875, 13.323974609375)"
2020/04/03/19:49:57.768223,"(35.83984375, -20.0164794921875, 15.00396728515625)"
2020/04/03/19:49:57.861635,"(36.90185546875, -20.39031982421875, 16.2200927734375)"
2020/04/03/19:49:57.962448,"(36.90185546875, -20.39031982421875, 16.2200927734375)"
2020/04/03/19:49:58.060668,"(36.21826171875, -20.2239990234375, 17.84210205078125)"
2020/04/03/19:49:58.162548,"(36.43341064453125, -19.85321044921875, 14.6575927734375)"
2020/04/03/19:49:58.257422,"(36.65924072265625, -20.379638671875, 15.5975341796875)"
2020/04/03/19:49:58.352405,"(36.65924072265625, -20.379638671875, 15.5975341796875)"
2020/04/03/19:49:58.456365,"(37.2802734375, -20.71533203125, 14.93072509765625)"
2020/04/03/19:49:58.554418,"(36.16943359375, -20.013427734375, 14.3524169921875)"
2020/04/03/19:49:58.658704,"(36.59210205078125, -20.21331787109375, 16.552734375)"
2020/04/03/19:49:58.757936,"(36.61651611328125, -20.3887939453125, 16.23382568359375)"
2020/04/03/19:49:58.856370,"(36.66229248046875, -20.71533203125, 15.59600830078125)"
2020/04/03/19:49:58.957344,"(36.61651611328125, -20.3887939453125, 16.23382568359375)"
2020/04/03/19:49:59.060826,"(36.6180419921875, -20.72296142578125, 16.23382568359375)"
2020/04/03/19:49:59.158319,"(36.7034912109375, -20.37353515625, 14.959716796875)"
2020/04/03/19:49:59.260361,"(36.0626220703125, -20.1995849609375, 15.9454345703125)"
2020/04/03/19:49:59.362511,"(36.3250732421875, -20.037841796875, 16.24908447265625)"
2020/04/03/19:49:59.462242,"(36.39678955078125, -20.5413818359375, 15.29388427734375)"
2020/04/03/19:49:59.561646,"(36.61651611328125, -20.3887939453125, 16.23382568359375)"
2020/04/03/19:49:59.662221,"(37.01019287109375, -20.19500732421875, 14.6270751953125)"
2020/04/03/19:49:59.766393,"(37.20855712890625, -20.21331787109375, 15.887451171875)"
2020/04/03/19:49:59.863018,"(36.6119384765625, -20.04241943359375, 16.2353515625)"
2020/04/03/19:49:59.963111,"(36.5875244140625, -19.87762451171875, 16.55426025390625)"
2020/04/03/19:50:00.064094,"(35.9039306640625, -19.83795166015625, 14.04876708984375)"
2020/04/03/19:50:00.165829,"(36.16943359375, -20.013427734375, 14.3524169921875)"
2020/04/03/19:50:00.266108,"(36.34033203125, -19.5220947265625, 15.93170166015625)"
2020/04/03/19:50:00.366664,"(36.444091796875, -20.87860107421875, 14.654541015625)"
2020/04/03/19:50:00.469000,"(36.37237548828125, -20.3765869140625, 15.61126708984375)"
2020/04/03/19:50:00.571374,"(37.18414306640625, -20.04852294921875, 16.20635986328125)"
2020/04/03/19:50:00.669309,"(35.9954833984375, -20.04241943359375, 16.900634765625)"
2020/04/03/19:50:00.770767,"(35.7757568359375, -20.19500732421875, 15.95916748046875)"
2020/04/03/19:50:00.872977,"(36.72637939453125, -20.53680419921875, 14.64080810546875)"
2020/04/03/19:50:00.975156,"(36.2884521484375, -20.7275390625, 16.8853759765625)"
2020/04/03/19:50:01.071818,"(37.2314453125, -20.3887939453125, 15.56854248046875)"
2020/04/03/19:50:01.173345,"(36.69891357421875, -20.0286865234375, 14.96124267578125)"
2020/04/03/19:50:01.273454,"(36.08551025390625, -20.37353515625, 15.62652587890625)"
2020/04/03/19:50:01.377182,"(36.23809814453125, -20.0531005859375, 17.52471923828125)"
2020/04/03/19:50:01.478179,"(36.36932373046875, -20.03173828125, 15.61279296875)"
2020/04/03/19:50:01.574962,"(36.376953125, -20.7122802734375, 15.61126708984375)"
2020/04/03/19:50:01.678093,"(36.3006591796875, -19.87457275390625, 16.5679931640625)"
2020/04/03/19:50:01.779974,"(35.77117919921875, -19.86083984375, 15.960693359375)"
2020/04/03/19:50:01.877337,"(36.72332763671875, -20.19195556640625, 14.642333984375)"
2020/04/03/19:50:01.978602,"(35.99090576171875, -19.69757080078125, 16.90216064453125)"
2020/04/03/19:50:02.083660,"(36.37237548828125, -20.3765869140625, 15.61126708984375)"
2020/04/03/19:50:02.182729,"(36.7034912109375, -20.37353515625, 14.959716796875)"
2020/04/03/19:50:02.280748,"(36.7034912109375, -20.37353515625, 14.959716796875)"
2020/04/03/19:50:02.380599,"(36.37237548828125, -20.3765869140625, 15.61126708984375)"
2020/04/03/19:50:02.474763,"(36.19384765625, -20.17669677734375, 14.03350830078125)"
2020/04/03/19:50:02.575352,"(36.8621826171875, -20.733642578125, 16.85638427734375)"
2020/04/03/19:50:02.675702,"(35.83984375, -20.0164794921875, 15.00396728515625)"
2020/04/03/19:50:02.773329,"(36.08551025390625, -20.37353515625, 15.62652587890625)"
2020/04/03/19:50:02.866156,"(36.92169189453125, -20.21026611328125, 15.9027099609375)"
2020/04/03/19:50:02.965716,"(36.05804443359375, -19.86236572265625, 15.9454345703125)"
2020/04/03/19:50:03.065256,"(35.85968017578125, -19.8455810546875, 14.68658447265625)"
2020/04/03/19:50:03.166114,"(36.19842529296875, -20.5230712890625, 14.03350830078125)"
2020/04/03/19:50:03.270569,"(36.59515380859375, -20.5596923828125, 16.552734375)"
2020/04/03/19:50:03.371099,"(36.65924072265625, -20.379638671875, 15.5975341796875)"
2020/04/03/19:50:03.469099,"(36.65924072265625, -20.379638671875, 15.5975341796875)"
2020/04/03/19:50:03.569939,"(36.5875244140625, -19.87762451171875, 16.55426025390625)"
2020/04/03/19:50:03.673297,"(36.328125, -20.38421630859375, 16.24908447265625)"
2020/04/03/19:50:03.772065,"(36.46392822265625, -20.69854736328125, 14.33563232421875)"
2020/04/03/19:50:03.872305,"(35.760498046875, -20.7122802734375, 16.27655029296875)"
2020/04/03/19:50:03.972656,"(36.0626220703125, -20.1995849609375, 15.9454345703125)"
2020/04/03/19:50:04.077290,"(36.0626220703125, -20.1995849609375, 15.9454345703125)"
2020/04/03/19:50:04.175832,"(36.92626953125, -20.55511474609375, 15.90118408203125)"
2020/04/03/19:50:04.274111,"(36.065673828125, -20.54443359375, 15.94390869140625)"
2020/04/03/19:50:04.367208,"(36.08245849609375, -20.0286865234375, 15.62652587890625)"
2020/04/03/19:50:04.469159,"(36.61651611328125, -20.3887939453125, 16.23382568359375)"
2020/04/03/19:50:04.566978,"(36.14654541015625, -19.8486328125, 14.67132568359375)"
2020/04/03/19:50:04.667925,"(36.676025390625, -19.86236572265625, 15.2801513671875)"
2020/04/03/19:50:04.769699,"(35.78033447265625, -20.5413818359375, 15.95916748046875)"
2020/04/03/19:50:04.870241,"(36.08245849609375, -20.0286865234375, 15.62652587890625)"
2020/04/03/19:50:04.969676,"(36.10992431640625, -20.53680419921875, 15.3076171875)"
2020/04/03/19:50:05.070243,"(36.10992431640625, -20.53680419921875, 15.3076171875)"
2020/04/03/19:50:05.173223,"(35.99853515625, -20.3887939453125, 16.900634765625)"
2020/04/03/19:50:05.271824,"(36.66229248046875, -20.71533203125, 15.59600830078125)"
2020/04/03/19:50:05.372096,"(36.14654541015625, -19.8486328125, 14.67132568359375)"
2020/04/03/19:50:05.472939,"(35.24627685546875, -20.1812744140625, 15.35186767578125)"
2020/04/03/19:50:05.575046,"(36.10992431640625, -20.53680419921875, 15.3076171875)"
2020/04/03/19:50:05.674979,"(35.78033447265625, -20.5413818359375, 15.95916748046875)"
2020/04/03/19:50:05.778148,"(36.05804443359375, -19.86236572265625, 15.9454345703125)"
2020/04/03/19:50:05.876015,"(36.61651611328125, -20.3887939453125, 16.23382568359375)"
2020/04/03/19:50:05.970197,"(36.85760498046875, -20.39794921875, 16.85791015625)"
2020/04/03/19:50:06.066707,"(35.50567626953125, -19.6746826171875, 15.655517578125)"
2020/04/03/19:50:06.169547,"(36.43646240234375, -20.1873779296875, 14.65606689453125)"
2020/04/03/19:50:06.273535,"(36.00311279296875, -20.72296142578125, 16.900634765625)"
2020/04/03/19:50:06.374013,"(36.6119384765625, -20.04241943359375, 16.2353515625)"
2020/04/03/19:50:06.470980,"(36.08551025390625, -20.37353515625, 15.62652587890625)"
2020/04/03/19:50:06.572545,"(36.5875244140625, -19.87762451171875, 16.55426025390625)"
2020/04/03/19:50:06.671699,"(36.0626220703125, -20.1995849609375, 15.9454345703125)"
2020/04/03/19:50:06.775206,"(36.23809814453125, -20.0531005859375, 17.52471923828125)"
2020/04/03/19:50:06.875255,"(35.7757568359375, -20.19500732421875, 15.95916748046875)"
2020/04/03/19:50:06.974065,"(35.382080078125, -20.3887939453125, 17.56591796875)"
2020/04/03/19:50:07.077141,"(35.09521484375, -20.38421630859375, 17.5811767578125)"
2020/04/03/19:50:07.176970,"(34.7412109375, -20.21331787109375, 18.5516357421875)"
2020/04/03/19:50:07.275931,"(34.71832275390625, -20.04852294921875, 18.87054443359375)"
2020/04/03/19:50:07.376550,"(34.19189453125, -20.379638671875, 18.26171875)"
2020/04/03/19:50:07.476971,"(33.551025390625, -20.2056884765625, 19.24591064453125)"
2020/04/03/19:50:07.578185,"(33.77838134765625, -20.733642578125, 20.18585205078125)"
2020/04/03/19:50:07.678531,"(32.80029296875, -19.891357421875, 21.82464599609375)"
2020/04/03/19:50:07.778903,"(31.56585693359375, -19.891357421875, 23.15673828125)"
2020/04/03/19:50:07.874948,"(32.82623291015625, -20.40252685546875, 21.5057373046875)"
2020/04/03/19:50:07.972678,"(32.10296630859375, -20.58868408203125, 23.76251220703125)"
2020/04/03/19:50:08.070856,"(30.95703125, -20.57342529296875, 23.82049560546875)"
2020/04/03/19:50:08.171649,"(30.97686767578125, -20.40252685546875, 23.50311279296875)"
2020/04/03/19:50:08.263799,"(30.7464599609375, -19.52972412109375, 22.56317138671875)"
2020/04/03/19:50:08.363562,"(30.07354736328125, -20.39794921875, 24.18365478515625)"
2020/04/03/19:50:08.462943,"(30.31158447265625, -20.06378173828125, 24.8077392578125)"
2020/04/03/19:50:08.564697,"(30.04608154296875, -19.88983154296875, 24.5025634765625)"
2020/04/03/19:50:08.661394,"(30.029296875, -20.40557861328125, 24.8199462890625)"
2020/04/03/19:50:08.758525,"(28.75213623046875, -20.4132080078125, 26.78985595703125)"
2020/04/03/19:50:08.856446,"(28.5064697265625, -20.05615234375, 26.16729736328125)"
2020/04/03/19:50:08.957634,"(28.5491943359375, -20.04852294921875, 25.52947998046875)"
2020/04/03/19:50:09.062037,"(28.26690673828125, -20.39031982421875, 25.54473876953125)"
2020/04/03/19:50:09.159546,"(27.58636474609375, -20.57037353515625, 27.16522216796875)"
2020/04/03/19:50:09.260108,"(27.801513671875, -20.0714111328125, 28.10821533203125)"
2020/04/03/19:50:09.360245,"(27.81219482421875, -21.0968017578125, 28.106689453125)"
2020/04/03/19:50:09.463418,"(26.59454345703125, -20.57952880859375, 29.119873046875)"
2020/04/03/19:50:09.562764,"(26.59149169921875, -20.23468017578125, 29.12139892578125)"
2020/04/03/19:50:09.663276,"(25.49285888671875, -20.5596923828125, 28.54156494140625)"
2020/04/03/19:50:09.763321,"(25.99945068359375, -20.40863037109375, 29.4677734375)"
2020/04/03/19:50:09.864887,"(25.39825439453125, -19.891357421875, 29.815673828125)"
2020/04/03/19:50:09.965217,"(24.27978515625, -20.3887939453125, 29.55474853515625)"
2020/04/03/19:50:10.065428,"(23.72283935546875, -19.86236572265625, 29.266357421875)"
2020/04/03/19:50:10.167079,"(23.9013671875, -20.0531005859375, 30.8441162109375)"
2020/04/03/19:50:10.269562,"(23.5107421875, -20.57952880859375, 32.45086669921875)"
2020/04/03/19:50:10.368833,"(22.51739501953125, -20.37353515625, 30.27801513671875)"
2020/04/03/19:50:10.467890,"(22.711181640625, -20.04547119140625, 31.53839111328125)"
2020/04/03/19:50:10.568740,"(22.93853759765625, -20.57342529296875, 32.4798583984375)"
2020/04/03/19:50:10.672762,"(22.7630615234375, -20.7183837890625, 30.90057373046875)"
2020/04/03/19:50:10.770182,"(21.87957763671875, -20.54443359375, 31.26220703125)"
2020/04/03/19:50:10.870577,"(21.2310791015625, -19.68841552734375, 32.2479248046875)"
2020/04/03/19:50:10.963911,"(20.62225341796875, -20.379638671875, 32.9132080078125)"
2020/04/03/19:50:11.063627,"(20.550537109375, -19.87762451171875, 33.86993408203125)"
2020/04/03/19:50:11.162855,"(19.42901611328125, -20.0286865234375, 33.6090087890625)"
2020/04/03/19:50:11.263036,"(19.79827880859375, -19.671630859375, 32.31964111328125)"
2020/04/03/19:50:11.358173,"(19.7113037109375, -19.68536376953125, 33.59527587890625)"
2020/04/03/19:50:11.459009,"(19.4091796875, -20.1995849609375, 33.9263916015625)"
2020/04/03/19:50:11.557102,"(18.83544921875, -20.19195556640625, 33.9569091796875)"
2020/04/03/19:50:11.656440,"(19.1650390625, -20.1873779296875, 33.3038330078125)"
2020/04/03/19:50:11.750637,"(18.78814697265625, -19.86236572265625, 34.5947265625)"
2020/04/03/19:50:11.850663,"(17.9931640625, -19.66400146484375, 33.68072509765625)"
2020/04/03/19:50:11.950535,"(17.29583740234375, -20.3704833984375, 35.6201171875)"
2020/04/03/19:50:12.048924,"(16.56341552734375, -19.9920654296875, 33.75244140625)"
2020/04/03/19:50:12.152464,"(16.61529541015625, -20.5474853515625, 37.24212646484375)"
2020/04/03/19:50:12.252452,"(16.4764404296875, -20.00579833984375, 35.02655029296875)"
2020/04/03/19:50:12.351645,"(16.5191650390625, -19.99969482421875, 34.3902587890625)"
2020/04/03/19:50:12.451629,"(15.2191162109375, -19.842529296875, 36.67755126953125)"
2020/04/03/19:50:12.544444,"(15.484619140625, -20.0164794921875, 36.98272705078125)"
