time,.data
2020/04/03/19:49:19.843694,"(35.78643798828125, -21.10443115234375, 20.08514404296875)"
2020/04/03/19:49:19.943028,"(35.96343994140625, -20.95794677734375, 21.6644287109375)"
2020/04/03/19:49:20.046187,"(35.69183349609375, -20.4376220703125, 21.36077880859375)"
2020/04/03/19:49:20.144119,"(36.74163818359375, -21.6644287109375, 22.894287109375)"
2020/04/03/19:49:20.244849,"(35.74371337890625, -21.112060546875, 20.721435546875)"
2020/04/03/19:49:20.337301,"(36.248779296875, -20.9625244140625, 21.649169921875)"
2020/04/03/19:49:20.436687,"(36.02294921875, -20.4345703125, 20.709228515625)"
2020/04/03/19:49:20.537791,"(36.35711669921875, -20.76568603515625, 20.05767822265625)"
2020/04/03/19:49:20.637187,"(35.69183349609375, -20.4376220703125, 21.36077880859375)"
2020/04/03/19:49:20.730436,"(36.33270263671875, -20.6024169921875, 20.3765869140625)"
2020/04/03/19:49:20.831831,"(35.97412109375, -20.0958251953125, 21.3470458984375)"
2020/04/03/19:49:20.929098,"(35.93902587890625, -20.78399658203125, 21.98333740234375)"
2020/04/03/19:49:21.030118,"(36.0260009765625, -20.770263671875, 20.70770263671875)"
2020/04/03/19:49:21.123070,"(36.865234375, -20.9625244140625, 20.98388671875)"
2020/04/03/19:49:21.223428,"(36.5386962890625, -21.30126953125, 21.6339111328125)"
2020/04/03/19:49:21.324281,"(35.986328125, -21.12274169921875, 21.34552001953125)"
2020/04/03/19:49:21.423493,"(36.67144775390625, -21.2799072265625, 19.7235107421875)"
2020/04/03/19:49:21.516634,"(36.51123046875, -20.7916259765625, 21.954345703125)"
2020/04/03/19:49:21.616353,"(36.6424560546875, -20.770263671875, 20.04241943359375)"
2020/04/03/19:49:21.716051,"(36.53564453125, -20.965576171875, 21.63543701171875)"
2020/04/03/19:49:21.816541,"(35.65216064453125, -20.78094482421875, 21.9970703125)"
2020/04/03/19:49:21.911574,"(36.3372802734375, -20.94879150390625, 20.37506103515625)"
2020/04/03/19:49:22.010144,"(36.5142822265625, -21.136474609375, 21.95281982421875)"
2020/04/03/19:49:22.107982,"(35.82611083984375, -20.751953125, 19.4488525390625)"
2020/04/03/19:49:22.208886,"(36.26861572265625, -20.78094482421875, 21.331787109375)"
2020/04/03/19:49:22.311696,"(36.20452880859375, -20.9686279296875, 22.2869873046875)"
2020/04/03/19:49:22.412158,"(37.19635009765625, -20.95794677734375, 20.33233642578125)"
2020/04/03/19:49:22.511802,"(36.67144775390625, -21.2799072265625, 19.7235107421875)"
2020/04/03/19:49:22.611174,"(37.1917724609375, -20.61309814453125, 20.3338623046875)"
2020/04/03/19:49:22.713314,"(37.19635009765625, -20.95794677734375, 20.33233642578125)"
2020/04/03/19:49:22.812401,"(37.2039794921875, -21.63848876953125, 20.330810546875)"
2020/04/03/19:49:22.913915,"(37.26348876953125, -21.1151123046875, 19.3756103515625)"
2020/04/03/19:49:23.014867,"(36.64703369140625, -21.1151123046875, 20.04241943359375)"
2020/04/03/19:49:23.115798,"(37.2039794921875, -21.63848876953125, 20.330810546875)"
2020/04/03/19:49:23.215941,"(36.8896484375, -21.12579345703125, 20.66497802734375)"
2020/04/03/19:49:23.316291,"(36.91253662109375, -21.29058837890625, 20.3460693359375)"
2020/04/03/19:49:23.416613,"(37.530517578125, -21.29058837890625, 19.6807861328125)"
2020/04/03/19:49:23.520317,"(37.19940185546875, -21.29364013671875, 20.330810546875)"
2020/04/03/19:49:23.618099,"(36.73095703125, -20.7550048828125, 18.768310546875)"
2020/04/03/19:49:23.718949,"(36.07025146484375, -20.76263427734375, 20.0714111328125)"
2020/04/03/19:49:23.822111,"(37.21923828125, -21.12274169921875, 20.013427734375)"
2020/04/03/19:49:23.922133,"(38.09051513671875, -22.16033935546875, 19.9676513671875)"
2020/04/03/19:49:24.021668,"(36.71112060546875, -20.93658447265625, 19.085693359375)"
2020/04/03/19:49:24.122387,"(37.310791015625, -21.4447021484375, 18.73779296875)"
2020/04/03/19:49:24.216118,"(36.9964599609375, -20.93963623046875, 19.07196044921875)"
2020/04/03/19:49:24.314949,"(36.444091796875, -20.751953125, 18.78204345703125)"
2020/04/03/19:49:24.414192,"(36.6424560546875, -20.770263671875, 20.04241943359375)"
2020/04/03/19:49:24.516505,"(37.30010986328125, -20.42694091796875, 18.7408447265625)"
2020/04/03/19:49:24.608683,"(37.506103515625, -21.12579345703125, 19.99969482421875)"
2020/04/03/19:49:24.710002,"(36.6668701171875, -20.9442138671875, 19.7235107421875)"
2020/04/03/19:49:24.807364,"(37.2039794921875, -21.63848876953125, 20.330810546875)"
2020/04/03/19:49:24.907871,"(37.26348876953125, -21.1151123046875, 19.3756103515625)"
2020/04/03/19:49:25.010027,"(37.48626708984375, -21.2982177734375, 20.31707763671875)"
2020/04/03/19:49:25.111610,"(36.6668701171875, -20.9442138671875, 19.7235107421875)"
2020/04/03/19:49:25.210923,"(37.35504150390625, -21.43707275390625, 18.10150146484375)"
2020/04/03/19:49:25.310764,"(37.5732421875, -21.282958984375, 19.04144287109375)"
2020/04/03/19:49:25.403826,"(38.12255859375, -21.12579345703125, 19.3328857421875)"
2020/04/03/19:49:25.502111,"(37.57781982421875, -21.62933349609375, 19.04144287109375)"
2020/04/03/19:49:25.602239,"(37.0574951171875, -20.416259765625, 18.11676025390625)"
2020/04/03/19:49:25.702690,"(37.01629638671875, -20.75958251953125, 18.75457763671875)"
2020/04/03/19:49:25.808043,"(37.530517578125, -21.29058837890625, 19.6807861328125)"
2020/04/03/19:49:25.904937,"(37.9241943359375, -21.10748291015625, 18.072509765625)"
2020/04/03/19:49:26.005584,"(36.94915771484375, -20.6024169921875, 19.70977783203125)"
2020/04/03/19:49:26.106333,"(37.52593994140625, -20.95489501953125, 19.6807861328125)"
2020/04/03/19:49:26.208219,"(37.5091552734375, -21.46148681640625, 19.9981689453125)"
2020/04/03/19:49:26.308972,"(36.83319091796875, -20.2239990234375, 17.17681884765625)"
2020/04/03/19:49:26.407328,"(37.01629638671875, -20.75958251953125, 18.75457763671875)"
2020/04/03/19:49:26.509113,"(37.5030517578125, -20.78094482421875, 19.99969482421875)"
2020/04/03/19:49:26.611670,"(37.9241943359375, -21.10748291015625, 18.072509765625)"
2020/04/03/19:49:26.710495,"(37.06512451171875, -21.0968017578125, 18.11676025390625)"
2020/04/03/19:49:26.811884,"(37.30316162109375, -20.76263427734375, 18.73931884765625)"
2020/04/03/19:49:26.913628,"(37.4786376953125, -20.61614990234375, 20.318603515625)"
2020/04/03/19:49:27.012856,"(37.8326416015625, -20.7763671875, 19.34814453125)"
2020/04/03/19:49:27.116354,"(37.48321533203125, -20.9625244140625, 20.31707763671875)"
2020/04/03/19:49:27.215391,"(37.92724609375, -21.4447021484375, 18.072509765625)"
2020/04/03/19:49:27.308844,"(37.3504638671875, -21.10137939453125, 18.10150146484375)"
2020/04/03/19:49:27.408219,"(37.3443603515625, -20.42083740234375, 18.10302734375)"
2020/04/03/19:49:27.508673,"(36.73095703125, -20.7550048828125, 18.768310546875)"
2020/04/03/19:49:27.606780,"(37.030029296875, -19.9066162109375, 18.43719482421875)"
2020/04/03/19:49:27.711094,"(38.36517333984375, -21.136474609375, 19.9554443359375)"
2020/04/03/19:49:27.809850,"(37.8326416015625, -20.7763671875, 19.34814453125)"
2020/04/03/19:49:27.908926,"(36.6912841796875, -21.10748291015625, 19.40460205078125)"
2020/04/03/19:49:28.002224,"(37.61749267578125, -21.27532958984375, 18.4051513671875)"
2020/04/03/19:49:28.101714,"(37.255859375, -20.4345703125, 19.37713623046875)"
2020/04/03/19:49:28.200105,"(38.16680908203125, -21.11968994140625, 18.695068359375)"
2020/04/03/19:49:28.300687,"(36.773681640625, -20.74737548828125, 18.1304931640625)"
2020/04/03/19:49:28.401347,"(37.4542236328125, -20.57037353515625, 16.50848388671875)"
2020/04/03/19:49:28.505787,"(37.94708251953125, -21.27227783203125, 17.75360107421875)"
2020/04/03/19:49:28.606583,"(37.8204345703125, -21.63848876953125, 19.66400146484375)"
2020/04/03/19:49:28.704920,"(37.56561279296875, -20.6024169921875, 19.04449462890625)"
2020/04/03/19:49:28.804569,"(37.58544921875, -20.4315185546875, 18.7255859375)"
2020/04/03/19:49:28.906618,"(37.87689208984375, -20.770263671875, 18.7103271484375)"
2020/04/03/19:49:29.006099,"(38.7237548828125, -21.64306640625, 18.98345947265625)"
2020/04/03/19:49:29.106586,"(37.0849609375, -20.9259033203125, 17.7978515625)"
2020/04/03/19:49:29.208139,"(38.409423828125, -21.13037109375, 19.317626953125)"
2020/04/03/19:49:29.311327,"(38.12255859375, -21.12579345703125, 19.3328857421875)"
2020/04/03/19:49:29.411793,"(37.8326416015625, -20.7763671875, 19.34814453125)"
2020/04/03/19:49:29.509841,"(36.81488037109375, -20.40557861328125, 17.49420166015625)"
2020/04/03/19:49:29.612684,"(37.8326416015625, -20.7763671875, 19.34814453125)"
2020/04/03/19:49:29.713449,"(37.30316162109375, -20.76263427734375, 18.73931884765625)"
2020/04/03/19:49:29.815247,"(37.33062744140625, -21.27227783203125, 18.42041015625)"
2020/04/03/19:49:29.913310,"(37.72430419921875, -21.0906982421875, 16.81365966796875)"
2020/04/03/19:49:30.006098,"(37.96844482421875, -21.10137939453125, 17.4346923828125)"
2020/04/03/19:49:30.106344,"(37.96844482421875, -21.10137939453125, 17.4346923828125)"
2020/04/03/19:49:30.205406,"(37.87689208984375, -20.770263671875, 18.7103271484375)"
2020/04/03/19:49:30.305093,"(37.939453125, -20.59173583984375, 17.755126953125)"
2020/04/03/19:49:30.398380,"(36.865234375, -21.0784912109375, 16.85638427734375)"
2020/04/03/19:49:30.497249,"(37.701416015625, -20.9259033203125, 17.13104248046875)"
2020/04/03/19:49:30.598307,"(37.83721923828125, -21.12274169921875, 19.34661865234375)"
2020/04/03/19:49:30.698241,"(38.226318359375, -20.59478759765625, 17.74139404296875)"
2020/04/03/19:49:30.803238,"(37.61749267578125, -21.27532958984375, 18.4051513671875)"
2020/04/03/19:49:30.902982,"(38.275146484375, -20.93353271484375, 17.10357666015625)"
2020/04/03/19:49:31.003102,"(38.2354736328125, -21.27532958984375, 17.7398681640625)"
2020/04/03/19:49:31.101396,"(37.60528564453125, -20.2484130859375, 18.40667724609375)"
2020/04/03/19:49:31.204345,"(37.68463134765625, -21.4324951171875, 17.44842529296875)"
2020/04/03/19:49:31.302448,"(37.67852783203125, -20.751953125, 17.449951171875)"
2020/04/03/19:49:31.405253,"(38.4124755859375, -21.46453857421875, 19.317626953125)"
2020/04/03/19:49:31.504359,"(38.16680908203125, -21.11968994140625, 18.695068359375)"
2020/04/03/19:49:31.606383,"(37.7655029296875, -20.7366943359375, 16.17584228515625)"
2020/04/03/19:49:31.707669,"(37.37030029296875, -20.93048095703125, 17.7825927734375)"
2020/04/03/19:49:31.806073,"(38.70391845703125, -21.81396484375, 19.3023681640625)"
2020/04/03/19:49:31.906517,"(38.275146484375, -20.93353271484375, 17.10357666015625)"
2020/04/03/19:49:32.009708,"(37.68463134765625, -21.4324951171875, 17.44842529296875)"
2020/04/03/19:49:32.108782,"(38.275146484375, -20.93353271484375, 17.10357666015625)"
2020/04/03/19:49:32.209357,"(38.4765625, -21.28753662109375, 18.3624267578125)"
2020/04/03/19:49:32.310100,"(37.94403076171875, -20.93658447265625, 17.75360107421875)"
2020/04/03/19:49:32.411529,"(38.53607177734375, -20.76263427734375, 17.4072265625)"
2020/04/03/19:49:32.513821,"(37.78228759765625, -20.220947265625, 15.85845947265625)"
2020/04/03/19:49:32.616448,"(38.5406494140625, -21.10748291015625, 17.4072265625)"
2020/04/03/19:49:32.718850,"(37.94403076171875, -20.93658447265625, 17.75360107421875)"
2020/04/03/19:49:32.813882,"(37.96844482421875, -21.10137939453125, 17.4346923828125)"
2020/04/03/19:49:32.917016,"(37.9241943359375, -21.10748291015625, 18.072509765625)"
2020/04/03/19:49:33.015199,"(38.20648193359375, -20.76568603515625, 18.05877685546875)"
2020/04/03/19:49:33.119581,"(38.01116943359375, -21.09375, 16.79840087890625)"
2020/04/03/19:49:33.219040,"(38.2110595703125, -21.112060546875, 18.05877685546875)"
2020/04/03/19:49:33.317694,"(38.03253173828125, -20.92132568359375, 16.4794921875)"
2020/04/03/19:49:33.418219,"(38.25531005859375, -21.10443115234375, 17.42095947265625)"
2020/04/03/19:49:33.511431,"(38.2110595703125, -21.112060546875, 18.05877685546875)"
2020/04/03/19:49:33.610873,"(38.61236572265625, -21.61102294921875, 16.45050048828125)"
2020/04/03/19:49:33.709206,"(38.214111328125, -21.44775390625, 18.0572509765625)"
2020/04/03/19:49:33.810268,"(38.29803466796875, -21.0968017578125, 16.78466796875)"
2020/04/03/19:49:33.904111,"(38.58489990234375, -21.10137939453125, 16.7694091796875)"
2020/04/03/19:49:34.001476,"(37.65716552734375, -20.93353271484375, 17.76885986328125)"
2020/04/03/19:49:34.102078,"(38.580322265625, -20.7550048828125, 16.7694091796875)"
2020/04/03/19:49:34.203028,"(37.518310546875, -20.39031982421875, 15.5548095703125)"
2020/04/03/19:49:34.305933,"(38.25531005859375, -21.10443115234375, 17.42095947265625)"
2020/04/03/19:49:34.404119,"(38.29803466796875, -21.0968017578125, 16.78466796875)"
2020/04/03/19:49:34.508002,"(38.31787109375, -20.9259033203125, 16.46575927734375)"
2020/04/03/19:49:34.607996,"(39.07318115234375, -21.45843505859375, 18.0145263671875)"
2020/04/03/19:49:34.708446,"(37.36724853515625, -20.5841064453125, 17.78411865234375)"
2020/04/03/19:49:34.807966,"(37.72430419921875, -21.0906982421875, 16.81365966796875)"
2020/04/03/19:49:34.907822,"(38.0279541015625, -20.57647705078125, 16.48101806640625)"
2020/04/03/19:49:35.008967,"(37.37030029296875, -20.93048095703125, 17.7825927734375)"
2020/04/03/19:49:35.111671,"(37.1917724609375, -20.7305908203125, 16.204833984375)"
2020/04/03/19:49:35.210376,"(37.71820068359375, -20.40863037109375, 16.81365966796875)"
2020/04/03/19:49:35.312954,"(38.06304931640625, -19.88983154296875, 15.8447265625)"
2020/04/03/19:49:35.416154,"(37.6495361328125, -20.2423095703125, 17.7703857421875)"
2020/04/03/19:49:35.514924,"(37.37030029296875, -20.93048095703125, 17.7825927734375)"
2020/04/03/19:49:35.615370,"(37.1612548828125, -19.88525390625, 16.5252685546875)"
2020/04/03/19:49:35.714508,"(37.939453125, -20.59173583984375, 17.755126953125)"
2020/04/03/19:49:35.808548,"(37.4908447265625, -19.88067626953125, 15.87371826171875)"
2020/04/03/19:49:35.907623,"(37.6739501953125, -20.416259765625, 17.45147705078125)"
2020/04/03/19:49:36.006027,"(37.78228759765625, -20.220947265625, 15.85845947265625)"
2020/04/03/19:49:36.107137,"(37.451171875, -20.2239990234375, 16.510009765625)"
2020/04/03/19:49:36.200736,"(37.20550537109375, -19.87762451171875, 15.887451171875)"
2020/04/03/19:49:36.299101,"(37.6983642578125, -20.57952880859375, 17.132568359375)"
2020/04/03/19:49:36.401079,"(37.14141845703125, -20.05615234375, 16.8426513671875)"
2020/04/03/19:49:36.498740,"(37.07733154296875, -20.23468017578125, 17.79937744140625)"
2020/04/03/19:49:36.592921,"(37.71820068359375, -20.40863037109375, 16.81365966796875)"
2020/04/03/19:49:36.690680,"(37.6739501953125, -20.416259765625, 17.45147705078125)"
2020/04/03/19:49:36.791094,"(37.451171875, -20.2239990234375, 16.510009765625)"
2020/04/03/19:49:36.892208,"(37.18109130859375, -19.70367431640625, 16.2078857421875)"
2020/04/03/19:49:36.995117,"(37.69378662109375, -20.23468017578125, 17.132568359375)"
2020/04/03/19:49:37.092205,"(37.82501220703125, -20.21331787109375, 15.22064208984375)"
2020/04/03/19:49:37.194423,"(37.6495361328125, -20.2423095703125, 17.7703857421875)"
2020/04/03/19:49:37.293863,"(37.40386962890625, -19.89593505859375, 17.1478271484375)"
2020/04/03/19:49:37.397955,"(37.44659423828125, -19.88983154296875, 16.51153564453125)"
2020/04/03/19:49:37.496197,"(37.37945556640625, -19.72198486328125, 17.46673583984375)"
2020/04/03/19:49:37.597365,"(38.04779052734375, -20.40557861328125, 16.162109375)"
2020/04/03/19:49:37.698011,"(37.18414306640625, -20.04852294921875, 16.20635986328125)"
2020/04/03/19:49:37.790205,"(37.67852783203125, -20.751953125, 17.449951171875)"
2020/04/03/19:49:37.890854,"(37.4908447265625, -19.88067626953125, 15.87371826171875)"
2020/04/03/19:49:37.991864,"(37.82501220703125, -20.21331787109375, 15.22064208984375)"
2020/04/03/19:49:38.091910,"(37.44659423828125, -19.88983154296875, 16.51153564453125)"
2020/04/03/19:49:38.183912,"(37.07733154296875, -20.23468017578125, 17.79937744140625)"
2020/04/03/19:49:38.282024,"(38.00048828125, -20.06683349609375, 16.7999267578125)"
2020/04/03/19:49:38.382199,"(37.66937255859375, -20.0714111328125, 17.45147705078125)"
2020/04/03/19:49:38.485110,"(37.335205078125, -19.7296142578125, 18.10455322265625)"
2020/04/03/19:49:38.586519,"(37.44659423828125, -19.88983154296875, 16.51153564453125)"
2020/04/03/19:49:38.687057,"(37.4664306640625, -19.70672607421875, 16.192626953125)"
2020/04/03/19:49:38.789880,"(38.02337646484375, -20.23162841796875, 16.48101806640625)"
2020/04/03/19:49:38.881255,"(36.9171142578125, -19.87457275390625, 15.9027099609375)"
2020/04/03/19:49:38.976652,"(37.9791259765625, -20.2392578125, 17.11883544921875)"
2020/04/03/19:49:39.076818,"(37.77313232421875, -19.5404052734375, 15.8599853515625)"
2020/04/03/19:49:39.177973,"(37.51068115234375, -19.70062255859375, 15.5548095703125)"
2020/04/03/19:49:39.272699,"(36.8743896484375, -19.88067626953125, 16.54052734375)"
2020/04/03/19:49:39.371733,"(36.492919921875, -19.20166015625, 17.82989501953125)"
2020/04/03/19:49:39.470425,"(37.53509521484375, -19.87457275390625, 15.23590087890625)"
2020/04/03/19:49:39.571173,"(36.53564453125, -19.19403076171875, 17.193603515625)"
2020/04/03/19:49:39.667928,"(36.8072509765625, -19.71435546875, 17.4957275390625)"
2020/04/03/19:49:39.763022,"(37.689208984375, -19.89898681640625, 17.13409423828125)"
2020/04/03/19:49:39.863690,"(37.70904541015625, -19.7174072265625, 16.815185546875)"
2020/04/03/19:49:39.963656,"(36.85150146484375, -19.70672607421875, 16.85791015625)"
2020/04/03/19:49:40.056967,"(37.4664306640625, -19.70672607421875, 16.192626953125)"
2020/04/03/19:49:40.155239,"(37.1612548828125, -19.88525390625, 16.5252685546875)"
2020/04/03/19:49:40.255384,"(37.176513671875, -19.36798095703125, 16.2078857421875)"
2020/04/03/19:49:40.355947,"(37.3992919921875, -19.549560546875, 17.14935302734375)"
2020/04/03/19:49:40.460922,"(37.44659423828125, -19.88983154296875, 16.51153564453125)"
2020/04/03/19:49:40.560313,"(36.83013916015625, -19.88983154296875, 17.17681884765625)"
2020/04/03/19:49:40.659250,"(37.1368408203125, -19.7113037109375, 16.84417724609375)"
2020/04/03/19:49:40.759127,"(37.200927734375, -19.53277587890625, 15.88897705078125)"
2020/04/03/19:49:40.863086,"(37.46337890625, -19.37255859375, 16.192626953125)"
2020/04/03/19:49:40.961904,"(36.9140625, -19.52972412109375, 15.9027099609375)"
2020/04/03/19:49:41.061427,"(37.3992919921875, -19.549560546875, 17.14935302734375)"
2020/04/03/19:49:41.161731,"(37.646484375, -19.9066162109375, 17.77191162109375)"
2020/04/03/19:49:41.263913,"(37.22076416015625, -19.3603515625, 15.570068359375)"
2020/04/03/19:49:41.365023,"(36.9140625, -19.52972412109375, 15.9027099609375)"
2020/04/03/19:49:41.465414,"(37.48626708984375, -19.53582763671875, 15.87371826171875)"
2020/04/03/19:49:41.565618,"(37.77008056640625, -19.19403076171875, 15.86151123046875)"
2020/04/03/19:49:41.668132,"(37.9730224609375, -19.5587158203125, 17.120361328125)"
2020/04/03/19:49:41.766724,"(37.02545166015625, -19.561767578125, 18.43719482421875)"
2020/04/03/19:49:41.866715,"(36.8072509765625, -19.71435546875, 17.4957275390625)"
2020/04/03/19:49:41.968230,"(36.9171142578125, -19.87457275390625, 15.9027099609375)"
2020/04/03/19:49:42.069855,"(36.65924072265625, -18.49212646484375, 15.28167724609375)"
2020/04/03/19:49:42.168797,"(37.19635009765625, -19.1864013671875, 15.88897705078125)"
2020/04/03/19:49:42.270007,"(37.00103759765625, -19.51446533203125, 14.62860107421875)"
2020/04/03/19:49:42.364629,"(36.627197265625, -19.525146484375, 15.91644287109375)"
2020/04/03/19:49:42.463984,"(37.75787353515625, -20.05615234375, 16.1773681640625)"
2020/04/03/19:49:42.562280,"(36.56005859375, -19.36798095703125, 16.87469482421875)"
2020/04/03/19:49:42.662479,"(36.56005859375, -19.36798095703125, 16.87469482421875)"
2020/04/03/19:49:42.766937,"(38.06304931640625, -19.88983154296875, 15.8447265625)"
2020/04/03/19:49:42.864847,"(37.44354248046875, -19.54345703125, 16.51153564453125)"
2020/04/03/19:49:42.965255,"(37.5274658203125, -19.183349609375, 15.2374267578125)"
2020/04/03/19:49:43.065841,"(36.76300048828125, -19.72198486328125, 18.133544921875)"
2020/04/03/19:49:43.160138,"(37.1612548828125, -19.88525390625, 16.5252685546875)"
2020/04/03/19:49:43.256839,"(38.21563720703125, -19.56787109375, 17.742919921875)"
2020/04/03/19:49:43.358816,"(37.13226318359375, -19.3756103515625, 16.845703125)"
2020/04/03/19:49:43.457369,"(37.75787353515625, -20.05615234375, 16.1773681640625)"
2020/04/03/19:49:43.561050,"(37.31231689453125, -19.68231201171875, 14.29443359375)"
2020/04/03/19:49:43.660164,"(37.176513671875, -19.36798095703125, 16.2078857421875)"
2020/04/03/19:49:43.760818,"(37.4908447265625, -19.88067626953125, 15.87371826171875)"
2020/04/03/19:49:43.860680,"(36.96136474609375, -19.866943359375, 15.264892578125)"
2020/04/03/19:49:43.953586,"(37.8143310546875, -19.1864013671875, 15.22369384765625)"
2020/04/03/19:49:44.053871,"(37.49542236328125, -20.21636962890625, 15.87371826171875)"
2020/04/03/19:49:44.154855,"(37.51068115234375, -19.70062255859375, 15.5548095703125)"
2020/04/03/19:49:44.254157,"(37.46337890625, -19.37255859375, 16.192626953125)"
2020/04/03/19:49:44.357280,"(38.262939453125, -19.9066162109375, 17.1051025390625)"
2020/04/03/19:49:44.457972,"(36.93084716796875, -19.012451171875, 15.5853271484375)"
2020/04/03/19:49:44.556212,"(36.38153076171875, -19.16961669921875, 15.29541015625)"
2020/04/03/19:49:44.658913,"(37.15667724609375, -19.5404052734375, 16.52679443359375)"
2020/04/03/19:49:44.757979,"(36.93084716796875, -19.012451171875, 15.5853271484375)"
2020/04/03/19:49:44.858758,"(36.6912841796875, -19.34661865234375, 14.9627685546875)"
2020/04/03/19:49:44.960613,"(37.518310546875, -20.39031982421875, 15.5548095703125)"
2020/04/03/19:49:45.059635,"(36.38153076171875, -19.16961669921875, 15.29541015625)"
2020/04/03/19:49:45.153309,"(36.2701416015625, -19.0185546875, 16.888427734375)"
2020/04/03/19:49:45.253649,"(37.579345703125, -19.866943359375, 14.599609375)"
2020/04/03/19:49:45.352277,"(37.5274658203125, -19.183349609375, 15.2374267578125)"
2020/04/03/19:49:45.456480,"(36.627197265625, -19.525146484375, 15.91644287109375)"
2020/04/03/19:49:45.554509,"(36.6912841796875, -19.34661865234375, 14.9627685546875)"
2020/04/03/19:49:45.653396,"(37.35504150390625, -19.5587158203125, 17.78564453125)"
2020/04/03/19:49:45.754480,"(37.200927734375, -19.53277587890625, 15.88897705078125)"
2020/04/03/19:49:45.858761,"(37.3046875, -19.00177001953125, 14.2974853515625)"
2020/04/03/19:49:45.959704,"(37.2283935546875, -20.04241943359375, 15.56854248046875)"
2020/04/03/19:49:46.056210,"(36.93084716796875, -19.012451171875, 15.5853271484375)"
2020/04/03/19:49:46.157541,"(37.40692138671875, -20.23162841796875, 17.1478271484375)"
2020/04/03/19:49:46.251798,"(37.69378662109375, -20.23468017578125, 17.132568359375)"
2020/04/03/19:49:46.350298,"(36.66839599609375, -19.17266845703125, 15.28167724609375)"
2020/04/03/19:49:46.449187,"(36.4288330078125, -19.5068359375, 14.6575927734375)"
2020/04/03/19:49:46.549497,"(36.981201171875, -19.68536376953125, 14.947509765625)"
2020/04/03/19:49:46.652115,"(37.04986572265625, -19.72503662109375, 18.1182861328125)"
2020/04/03/19:49:46.752959,"(36.651611328125, -19.68841552734375, 15.5975341796875)"
2020/04/03/19:49:46.851644,"(36.60736083984375, -19.69757080078125, 16.23687744140625)"
2020/04/03/19:49:46.952157,"(37.13226318359375, -19.3756103515625, 16.845703125)"
2020/04/03/19:49:47.054575,"(36.8072509765625, -19.71435546875, 17.4957275390625)"
2020/04/03/19:49:47.157213,"(36.9415283203125, -20.037841796875, 15.58380126953125)"
2020/04/03/19:49:47.255007,"(36.11907958984375, -19.3389892578125, 14.99176025390625)"
2020/04/03/19:49:47.356378,"(37.188720703125, -20.3948974609375, 16.204833984375)"
2020/04/03/19:49:47.460393,"(36.76300048828125, -19.72198486328125, 18.133544921875)"
2020/04/03/19:49:47.559936,"(36.34033203125, -19.5220947265625, 15.93170166015625)"
2020/04/03/19:49:47.660012,"(37.25128173828125, -20.2056884765625, 15.2496337890625)"
2020/04/03/19:49:47.759073,"(36.9384765625, -19.6929931640625, 15.58380126953125)"
2020/04/03/19:49:47.861708,"(36.676025390625, -19.86236572265625, 15.2801513671875)"
2020/04/03/19:49:47.961968,"(36.4288330078125, -19.5068359375, 14.6575927734375)"
2020/04/03/19:49:48.060930,"(36.7156982421875, -19.51141357421875, 14.64385986328125)"
2020/04/03/19:49:48.163850,"(36.64703369140625, -19.354248046875, 15.59906005859375)"
2020/04/03/19:49:48.263305,"(36.273193359375, -19.36492919921875, 16.888427734375)"
2020/04/03/19:49:48.362496,"(36.40899658203125, -19.67926025390625, 14.97650146484375)"
2020/04/03/19:49:48.463310,"(36.85302734375, -20.0531005859375, 16.85791015625)"
2020/04/03/19:49:48.568558,"(36.9171142578125, -19.87457275390625, 15.9027099609375)"
2020/04/03/19:49:48.665215,"(36.18621826171875, -19.49615478515625, 14.0350341796875)"
2020/04/03/19:49:48.766557,"(36.9171142578125, -19.87457275390625, 15.9027099609375)"
2020/04/03/19:49:48.866541,"(36.4044189453125, -19.34356689453125, 14.97650146484375)"
2020/04/03/19:49:48.959843,"(36.651611328125, -19.68841552734375, 15.5975341796875)"
2020/04/03/19:49:49.059091,"(36.28082275390625, -20.04547119140625, 16.88690185546875)"
2020/04/03/19:49:49.158099,"(37.200927734375, -19.53277587890625, 15.88897705078125)"
2020/04/03/19:49:49.259249,"(36.40899658203125, -19.67926025390625, 14.97650146484375)"
2020/04/03/19:49:49.362941,"(36.273193359375, -19.36492919921875, 16.888427734375)"
2020/04/03/19:49:49.460436,"(36.28082275390625, -20.04547119140625, 16.88690185546875)"
2020/04/03/19:49:49.561087,"(36.43341064453125, -19.85321044921875, 14.6575927734375)"
2020/04/03/19:49:49.661356,"(36.3250732421875, -20.037841796875, 16.24908447265625)"
2020/04/03/19:49:49.765662,"(37.005615234375, -19.86083984375, 14.62860107421875)"
2020/04/03/19:49:49.863000,"(36.89727783203125, -20.04547119140625, 16.22161865234375)"
2020/04/03/19:49:49.963566,"(36.4044189453125, -19.34356689453125, 14.97650146484375)"
2020/04/03/19:49:50.064178,"(37.2283935546875, -20.04241943359375, 15.56854248046875)"
2020/04/03/19:49:50.165418,"(36.456298828125, -20.0164794921875, 14.33868408203125)"
2020/04/03/19:49:50.268877,"(36.651611328125, -19.68841552734375, 15.5975341796875)"
2020/04/03/19:49:50.367602,"(36.3006591796875, -19.87457275390625, 16.5679931640625)"
2020/04/03/19:49:50.467719,"(37.030029296875, -20.02410888671875, 14.3096923828125)"
2020/04/03/19:49:50.569094,"(36.9384765625, -19.6929931640625, 15.58380126953125)"
